identifier,ec_numbers,localization,Gene3D
Q9NQZ5,,Mitochondrion,other
Q9NR64,,other,other
Q9NR77,,other,
Q9NRG7,other,,other
Q9NRH1,,"Cytoplasm, Nucleus",
Q9NRJ1,,other,
Q9NRM2,,Nucleus,3.30.160.60
Q9NRN5,,Secreted,
Q9NRR1,,Secreted,
Q9NRU3,,Cell membrane,other
Q9NRV9,,Cytoplasm,other
Q9NRX2,,Mitochondrion,other
Q9NRY5,,,
Q9NS25,,"Cytoplasm, Nucleus",
Q9NS26,,"Cytoplasm, Nucleus",
Q9NS28,,Cytoplasm,other
Q9NS66,,Cell membrane,1.20.1070.10
Q9NS93,,Cell membrane,
Q9NS98,,Secreted,other
Q9NSD7,,Cell membrane,1.20.1070.10
Q9NSI2,,other,
Q9NSI5,,other,2.60.40.10
Q9NSY0,,Cytoplasm,1.10.510.10
Q9NTI7,,Nucleus,
Q9NTU4,,other,
Q9NTU7,,other,other
Q9NTX5,other,other,
Q9NTZ6,,Nucleus,3.30.70.330
Q9NU02,,,other
Q9NUA8,,Nucleus,3.30.160.60
Q9NUG6,,Cytoplasm,
Q9NUP1,,Cytoplasm,
Q9NUP7,2.1.1,,
Q9NUQ6,,other,
Q9NUQ8,,,3.40.50.300
Q9NUZ1,other,,other
Q9NV66,other,,other
Q9NV72,,Nucleus,"6.10.140.140, 3.30.160.60"
Q9NVE5,3.4.19,,other
Q9NVG8,,other,other
Q9NVK5,,Cytoplasm,
Q9NVQ4,,Cytoplasm,other
Q9NVR7,,other,other
Q9NVS2,,Mitochondrion,other
Q9NVZ3,,other,other
Q9NW68,,,other
Q9NWA0,,Nucleus,
Q9NWB6,,Nucleus,
Q9NWC5,,Membrane,
Q9NWH7,,other,
Q9NWV4,,,
Q9NWW0,,"Cytoplasm, Nucleus",
Q9NX08,,"Cytoplasm, Nucleus",
Q9NX20,,Mitochondrion,other
Q9NX38,,other,other
Q9NX45,,"Nucleus, Cytoplasm",other
Q9NXF1,,other,other
Q9NXF7,,Nucleus,
Q9NXH3,,Cytoplasm,other
Q9NXK6,,Cell membrane,
Q9NXK8,,,3.80.10.10
Q9NXL2,,,other
Q9NXL6,,Membrane,
Q9NXZ2,3.6.4,,other
Q9NY35,,Membrane,other
Q9NY37,,Cell membrane,other
Q9NY43,,Nucleus,1.10.10.60
Q9NY57,2.7.11,,1.10.510.10
Q9NYF5,,,other
Q9NYL4,other,Membrane,other
Q9NYL9,,other,3.80.10.10
Q9NYN1,3.6.5,,3.40.50.300
Q9NYR8,other,Membrane,other
Q9NYV8,,Membrane,1.20.1070.10
Q9NYV9,,Membrane,1.20.1070.10
Q9NYW2,,Membrane,1.20.1070.10
Q9NYW3,,Membrane,1.20.1070.10
Q9NYW6,,Membrane,1.20.1070.10
Q9NYW7,,Membrane,1.20.1070.10
Q9NZ32,,other,other
Q9NZH5,,"Cytoplasm, Nucleus",
Q9NZL6,,,other
Q9NZQ0,,Nucleus,other
Q9NZQ9,,other,3.80.10.10
Q9NZT2,,"Cytoplasm, Nucleus",
Q9NZW5,,Membrane,other
Q9P015,,Mitochondrion,other
Q9P031,,Nucleus,
Q9P0J6,,Mitochondrion,
Q9P0M4,,Secreted,other
Q9P0M9,,Mitochondrion,other
Q9P0S2,,Mitochondrion inner membrane,
Q9P104,,,other
Q9P1P5,,Cell membrane,1.20.1070.10
Q9P1U1,,other,other
Q9P1Y6,,,other
Q9P203,,Nucleus,other
Q9P242,,,
Q9P244,,other,other
Q9P260,,other,other
Q9P265,,other,other
Q9P291,,other,other
Q9P299,,other,other
Q9P2D8,,Cell membrane,
Q9P2E7,,Cell membrane,other
Q9P2F8,,,other
Q9P2J8,,Nucleus,"6.10.140.140, 3.30.160.60"
Q9P2N5,,other,other
Q9P2P1,,Membrane,other
Q9P2V4,,other,other
Q9P2Z0,,,other
Q9QC07,other,,other
Q9UBG7,,Nucleus,other
Q9UBL0,,Cytoplasm,other
Q9UBU2,,Secreted,other
Q9UBU6,,Membrane,
Q9UDV7,,Nucleus,"6.10.140.140, 3.30.160.60"
Q9UDX5,,Mitochondrion inner membrane,
Q9UEE9,,other,
Q9UF02,,other,other
Q9UH62,,other,other
Q9UHA3,,other,other
Q9UHF5,,Secreted,other
Q9UHP9,,,
Q9UHQ4,,Endoplasmic reticulum membrane,other
Q9UHR6,,,other
Q9UHV5,,,other
Q9UHW5,,,3.40.50.300
Q9UIF3,,other,
Q9UIM3,,,other
Q9UJ04,,,other
Q9UJ42,,Cell membrane,1.20.1070.10
Q9UJ99,,Cell membrane,other
Q9UJG1,,other,2.60.40.10
Q9UJK0,other,Cytoplasm,
Q9UJU3,,Nucleus,"6.10.140.140, 3.30.160.60"
Q9UJV8,,Nucleus,other
Q9UK08,,Cell membrane,other
Q9UK11,,Nucleus,"6.10.140.140, 3.30.160.60"
Q9UK13,,Nucleus,"6.10.140.140, 3.30.160.60"
Q9UK85,,other,
Q9UKB3,,Cytoplasm,other
Q9UKD2,,other,other
Q9UKJ0,,Membrane,2.60.40.10
Q9UKJ3,,,
Q9UKL2,,Cell membrane,1.20.1070.10
Q9UKL4,,other,other
Q9UKR3,3.4.21,Secreted,other
Q9UKT6,,other,other
Q9UKU9,,Secreted,other
Q9UKY3,,Secreted,other
Q9UL36,,Nucleus,3.30.160.60
Q9UL58,,Nucleus,other
Q9ULE3,,other,other
Q9ULE6,,other,other
Q9ULJ7,,other,other
Q9ULK2,,,other
Q9ULK6,,Membrane,other
Q9ULL5,,other,
Q9ULR5,,,
Q9ULS5,,Endoplasmic reticulum membrane,
Q9ULS6,,Cell membrane,other
Q9ULZ0,,"Cytoplasm, Nucleus",
Q9UN30,,Nucleus,other
Q9UN66,,Cell membrane,other
Q9UN67,,Cell membrane,other
Q9UN70,,Cell membrane,other
Q9UN71,,Cell membrane,other
Q9UN75,,Cell membrane,other
Q9UNK9,,,other
Q9UNL2,,Endoplasmic reticulum membrane,
Q9UNN4,,Nucleus,other
Q9UNX9,,Membrane,other
Q9UPC5,,Cell membrane,1.20.1070.10
Q9UPU3,,Membrane,other
Q9UPX0,,other,2.60.40.10
Q9UQ10,other,,other
Q9UQ72,,Secreted,2.60.40.10
Q9UQG0,other,,other
Q9Y2A4,,Nucleus,"6.10.140.140, 3.30.160.60"
Q9Y2C2,other,other,3.40.50.300
Q9Y2D9,,Nucleus,3.30.160.60
Q9Y2G4,,,other
Q9Y2H8,,Nucleus,"6.10.140.140, 3.30.160.60"
Q9Y2L6,,other,other
Q9Y2L8,,Nucleus,other
Q9Y2Q1,,Nucleus,"6.10.140.140, 3.30.160.60"
Q9Y2Q9,,Mitochondrion,
Q9Y2R5,,Mitochondrion,other
Q9Y2R9,,Mitochondrion,other
Q9Y2T4,,,2.130.10.10
Q9Y2T5,,Cell membrane,1.20.1070.10
Q9Y2U2,,Membrane,other
Q9Y305,other,Mitochondrion,other
Q9Y330,,Nucleus,3.30.160.60
Q9Y334,,Secreted,other
Q9Y3B6,,Endoplasmic reticulum membrane,
Q9Y3C1,,other,
Q9Y3X0,,,
Q9Y421,,other,
Q9Y471,,Cytoplasm,other
Q9Y4F5,,other,other
Q9Y4I5,,"Cytoplasm, Nucleus",
Q9Y4P3,,,2.130.10.10
Q9Y543,,Nucleus,other
Q9Y573,,other,other
Q9Y585,,Cell membrane,1.20.1070.10
Q9Y597,,Cell membrane,2.130.10.10
Q9Y5E2,,Cell membrane,other
Q9Y5E5,,Cell membrane,other
Q9Y5E6,,Cell membrane,other
Q9Y5E7,,Cell membrane,other
Q9Y5E8,,Cell membrane,other
Q9Y5F0,,Cell membrane,other
Q9Y5F2,,Cell membrane,other
Q9Y5F3,,Cell membrane,other
Q9Y5F6,,Cell membrane,other
Q9Y5F8,,Cell membrane,other
Q9Y5F9,,Cell membrane,other
Q9Y5G0,,Cell membrane,other
Q9Y5G1,,Cell membrane,other
Q9Y5G2,,Cell membrane,other
Q9Y5G3,,Cell membrane,other
Q9Y5G4,,Cell membrane,other
Q9Y5G5,,Cell membrane,other
Q9Y5G6,,Cell membrane,other
Q9Y5G7,,Cell membrane,other
Q9Y5G8,,Cell membrane,other
Q9Y5G9,,Cell membrane,other
Q9Y5H0,,Cell membrane,other
Q9Y5H1,,Cell membrane,other
Q9Y5H2,,Cell membrane,other
Q9Y5H3,,Cell membrane,other
Q9Y5H4,,Cell membrane,other
Q9Y5H6,,Cell membrane,other
Q9Y5H7,,Cell membrane,other
Q9Y5H8,,Cell membrane,other
Q9Y5I0,,Cell membrane,other
Q9Y5I1,,Cell membrane,other
Q9Y5I4,,Cell membrane,other
Q9Y5J9,,Mitochondrion inner membrane,other
Q9Y5M8,,Endoplasmic reticulum membrane,3.40.50.300
Q9Y5P1,,Cell membrane,1.20.1070.10
Q9Y5P3,,,
Q9Y5Y3,,Cell membrane,1.20.1070.10
Q9Y644,2.4.1,other,other
Q9Y651,,Nucleus,other
Q9Y661,other,other,3.40.50.300
Q9Y689,,,3.40.50.300
Q9Y6I8,,other,
Q9Y6N3,,Secreted,
Q9Y6Q3,,Nucleus,"6.10.140.140, 3.30.160.60"
Q9Y6S9,2.7.11,,other
Q9Y6V7,3.6.4,,3.40.50.300
U3KPV4,2.4.1,other,
W5XKT8,,other,2.60.40.10
W6CW81,,,other
A0A075B6H7,,other,2.60.40.10
A0A075B6H8,,other,2.60.40.10
A0A075B6H9,,other,2.60.40.10
A0A075B6I0,,other,2.60.40.10
A0A075B6I1,,other,2.60.40.10
A0A075B6I3,,other,2.60.40.10
A0A075B6I4,,other,2.60.40.10
A0A075B6I6,,other,2.60.40.10
A0A075B6I7,,other,2.60.40.10
A0A075B6I9,,other,2.60.40.10
A0A075B6J1,,other,2.60.40.10
A0A075B6J2,,other,2.60.40.10
A0A075B6J6,,other,2.60.40.10
A0A075B6J9,,other,2.60.40.10
A0A075B6K0,,other,2.60.40.10
A0A075B6K2,,other,2.60.40.10
A0A075B6K4,,other,2.60.40.10
A0A075B6K5,,other,2.60.40.10
A0A075B6K6,,other,2.60.40.10
A0A075B6L2,,Cell membrane,2.60.40.10
A0A075B6L6,,Cell membrane,2.60.40.10
A0A075B6N2,,Cell membrane,2.60.40.10
A0A075B6N3,,Cell membrane,2.60.40.10
A0A075B6N4,,Cell membrane,2.60.40.10
A0A075B6P5,,other,2.60.40.10
A0A075B6Q5,,other,2.60.40.10
A0A075B6R0,,Cell membrane,2.60.40.10
A0A075B6R2,,other,2.60.40.10
A0A075B6R9,,other,2.60.40.10
A0A075B6S2,,other,2.60.40.10
A0A075B6S4,,other,2.60.40.10
A0A075B6S5,,other,2.60.40.10
A0A075B6S6,,other,2.60.40.10
A0A075B6S9,,other,2.60.40.10
A0A075B6T6,,Cell membrane,2.60.40.10
A0A075B6T7,,Cell membrane,2.60.40.10
A0A075B6T8,,Cell membrane,2.60.40.10
A0A075B6U4,,Cell membrane,2.60.40.10
A0A075B6V5,,Cell membrane,2.60.40.10
A0A075B6W5,,Cell membrane,2.60.40.10
A0A075B6X5,,Cell membrane,2.60.40.10
A0A075B767,other,Cytoplasm,other
A0A087WSX0,,other,2.60.40.10
A0A087WSY4,,other,2.60.40.10
A0A087WSY6,,other,2.60.40.10
A0A087WSZ0,,other,2.60.40.10
A0A087WSZ9,,Cell membrane,2.60.40.10
A0A087WT02,,Cell membrane,2.60.40.10
A0A087WT03,,Cell membrane,2.60.40.10
A0A087WV62,,Cell membrane,2.60.40.10
A0A087WVF3,,Cell membrane,other
A0A087WW87,,other,2.60.40.10
A0A087WXM9,,other,
A0A087X0K7,,Cell membrane,2.60.40.10
A0A087X0M5,,Cell membrane,2.60.40.10
A0A087X179,,Cell membrane,other
A0A096LP55,,Mitochondrion inner membrane,other
A0A0A0MRZ7,,other,2.60.40.10
A0A0A0MRZ8,,other,2.60.40.10
A0A0A0MRZ9,,other,2.60.40.10
A0A0A0MS00,,other,2.60.40.10
A0A0A0MS01,,Cell membrane,2.60.40.10
A0A0A0MS02,,Cell membrane,2.60.40.10
A0A0A0MS03,,Cell membrane,2.60.40.10
A0A0A0MS04,,Cell membrane,2.60.40.10
A0A0A0MS05,,Cell membrane,2.60.40.10
A0A0A0MS06,,Cell membrane,2.60.40.10
A0A0A0MS14,,other,2.60.40.10
A0A0A0MS15,,other,2.60.40.10
A0A0A0MT36,,other,2.60.40.10
A0A0A6YYC5,,Cell membrane,2.60.40.10
A0A0A6YYD4,,Cell membrane,2.60.40.10
A0A0A6YYG2,,Cell membrane,2.60.40.10
A0A0A6YYG3,,Cell membrane,2.60.40.10
A0A0A6YYJ7,,Cell membrane,2.60.40.10
A0A0A6YYK1,,Cell membrane,2.60.40.10
A0A0A6YYK4,,Cell membrane,2.60.40.10
A0A0A6YYK6,,Cell membrane,2.60.40.10
A0A0A6YYK7,,Cell membrane,2.60.40.10
A0A0A6YYL3,,,other
A0A0B4J1U3,,other,2.60.40.10
A0A0B4J1U4,,Cell membrane,2.60.40.10
A0A0B4J1U6,,Cell membrane,2.60.40.10
A0A0B4J1U7,,other,2.60.40.10
A0A0B4J1V0,,other,2.60.40.10
A0A0B4J1V1,,other,2.60.40.10
A0A0B4J1V2,,other,2.60.40.10
A0A0B4J1V6,,other,2.60.40.10
A0A0B4J1V7,,other,2.60.40.10
A0A0B4J1X5,,other,2.60.40.10
A0A0B4J1X8,,other,2.60.40.10
A0A0B4J1Y8,,other,2.60.40.10
A0A0B4J1Y9,,other,2.60.40.10
A0A0B4J1Z2,,other,2.60.40.10
A0A0B4J234,,Cell membrane,2.60.40.10
A0A0B4J235,,Cell membrane,2.60.40.10
A0A0B4J237,,Cell membrane,2.60.40.10
A0A0B4J238,,Cell membrane,2.60.40.10
A0A0B4J240,,Cell membrane,2.60.40.10
A0A0B4J241,,Cell membrane,2.60.40.10
A0A0B4J244,,Cell membrane,2.60.40.10
A0A0B4J245,,Cell membrane,2.60.40.10
A0A0B4J248,,Cell membrane,2.60.40.10
A0A0B4J249,,Cell membrane,2.60.40.10
A0A0B4J262,,Cell membrane,2.60.40.10
A0A0B4J263,,Cell membrane,2.60.40.10
A0A0B4J264,,Cell membrane,2.60.40.10
A0A0B4J265,,Cell membrane,2.60.40.10
A0A0B4J266,,Cell membrane,2.60.40.10
A0A0B4J268,,Cell membrane,2.60.40.10
A0A0B4J271,,Cell membrane,2.60.40.10
A0A0B4J272,,Cell membrane,2.60.40.10
A0A0B4J273,,Cell membrane,2.60.40.10
A0A0B4J274,,Cell membrane,2.60.40.10
A0A0B4J275,,Cell membrane,2.60.40.10
A0A0B4J276,,Cell membrane,2.60.40.10
A0A0B4J277,,Cell membrane,2.60.40.10
A0A0B4J279,,Cell membrane,2.60.40.10
A0A0B4J280,,Cell membrane,2.60.40.10
A0A0B4J2D5,,Mitochondrion,other
A0A0B4J2D9,,other,2.60.40.10
A0A0B4J2E0,,Cell membrane,2.60.40.10
A0A0B4J2H0,,other,2.60.40.10
A0A0C4DH24,,other,2.60.40.10
A0A0C4DH25,,other,2.60.40.10
A0A0C4DH26,,other,2.60.40.10
A0A0C4DH27,,Cell membrane,2.60.40.10
A0A0C4DH28,,Cell membrane,2.60.40.10
A0A0C4DH29,,other,2.60.40.10
A0A0C4DH30,,other,2.60.40.10
A0A0C4DH31,,other,2.60.40.10
A0A0C4DH32,,other,2.60.40.10
A0A0C4DH33,,other,2.60.40.10
A0A0C4DH34,,other,2.60.40.10
A0A0C4DH35,,other,2.60.40.10
A0A0C4DH36,,other,2.60.40.10
A0A0C4DH38,,other,2.60.40.10
A0A0C4DH39,,other,2.60.40.10
A0A0C4DH41,,other,2.60.40.10
A0A0C4DH42,,other,2.60.40.10
A0A0C4DH43,,other,2.60.40.10
A0A0C4DH55,,other,2.60.40.10
A0A0C4DH59,,Cell membrane,2.60.40.10
A0A0C4DH67,,other,2.60.40.10
A0A0C4DH68,,other,2.60.40.10
A0A0C4DH69,,other,2.60.40.10
A0A0C4DH72,,other,2.60.40.10
A0A0C4DH73,,other,2.60.40.10
A0A0G2JMI3,,other,2.60.40.10
A0A0G2JS06,,other,2.60.40.10
A0A0J9YVY3,,other,2.60.40.10
A0A0J9YX35,,other,2.60.40.10
A0A0J9YX75,,Cell membrane,2.60.40.10
A0A0J9YXX1,,other,2.60.40.10
A0A0J9YXY3,,Cell membrane,2.60.40.10
A0A0K0K1A3,,Cell membrane,2.60.40.10
A0A0K0K1B3,,Cell membrane,2.60.40.10
A0A0K0K1C0,,Cell membrane,2.60.40.10
A0A0K0K1C4,,Cell membrane,2.60.40.10
A0A0K0K1D8,,Cell membrane,2.60.40.10
A0A0K0K1E9,,Cell membrane,2.60.40.10
A0A0K0K1G6,,Cell membrane,2.60.40.10
A0A0K0K1G8,,Cell membrane,2.60.40.10
A0A0U1RQF7,,,
A0A0U1RRN3,,other,
A0A1B0GTK4,,Secreted,
A0A1B0GUS4,2.3.2,,other
A0A1B0GVD1,,Secreted,
A0A1B0GX31,,Cell membrane,2.60.40.10
A0A1B0GX49,,Cell membrane,2.60.40.10
A0A1B0GX51,,Cell membrane,2.60.40.10
A0A1B0GX56,,Cell membrane,2.60.40.10
A0A1B0GX68,,Cell membrane,2.60.40.10
A0A1B0GX78,,Cell membrane,2.60.40.10
A0A1B0GX95,,Cell membrane,2.60.40.10
A0A1B0GXF2,,Cell membrane,2.60.40.10
A0A1W2PPD8,other,Nucleus,other
A0A1W2PPM1,,Nucleus,1.10.10.60
A0A1W2PQD8,3.1.3,Nucleus,other
A0A1W2PR19,other,Cytoplasm,other
A0A1W2PR82,,,
A0A2R8Y619,,other,other
A0A2Z4LIS9,,other,other
A0A3B3IT33,,,other
A0A3B3IU63,,other,other
A0A494C1R9,,"Cytoplasm, Nucleus",other
A0A539,,Cell membrane,2.60.40.10
A0A576,,Cell membrane,2.60.40.10
A0A577,,Cell membrane,2.60.40.10
A0A578,,Cell membrane,2.60.40.10
A0A584,,Cell membrane,2.60.40.10
A0A589,,Cell membrane,2.60.40.10
A0A597,,Cell membrane,2.60.40.10
A0A599,,Cell membrane,2.60.40.10
A0A5A2,,Cell membrane,2.60.40.10
A0A5A6,,Cell membrane,2.60.40.10
A0A5B0,,Cell membrane,2.60.40.10
A0A5B6,,Cell membrane,2.60.40.10
A0A5B7,,Cell membrane,2.60.40.10
A0AUZ9,,,other
A0AVI2,,other,other
A0JD32,,Cell membrane,2.60.40.10
A0JD36,,Cell membrane,2.60.40.10
A0JD37,,Cell membrane,2.60.40.10
A0PJE2,other,,other
A0PJX4,,Endoplasmic reticulum membrane,
A1A4F0,,,other
A1A4V9,,other,
A1A580,,,
A1L1A6,,Cell membrane,2.60.40.10
A1L3X4,,,other
A1L453,3.4.21,Secreted,other
A2A3N6,,Cytoplasm,other
A2AJT9,,Mitochondrion,
A2CJ06,,Cell membrane,other
A2RRH5,,,2.130.10.10
A2RRL7,,Membrane,
A2RTY3,,,other
A2RU48,,Membrane,
A2RU54,,Nucleus,1.10.10.60
A2RUR9,,,
A2RUU4,,Secreted,other
A2VCK2,,,other
A3KFT3,,Cell membrane,1.20.1070.10
A4D0V7,,,
A4D1E1,,,
A4D1S0,,Membrane,other
A4D1U4,,,
A4D2H0,,Membrane,other
A4D2P6,,other,other
A4QPH2,,,other
A5PL33,,,
A5PLK6,,Membrane,other
A5PLN7,,,
A6H8M9,,Membrane,other
A6NC42,,Cytoplasm,other
A6NC78,,other,
A6NC86,,Secreted,other
A6NCC3,,,
A6NCI4,,Secreted,other
A6NCK2,,,other
A6NCL1,,Nucleus,other
A6NCN2,,,other
A6NCV1,,Cell membrane,1.20.1070.10
A6NCW7,,other,other
A6NDD5,,other,
A6NDH6,,Cell membrane,1.20.1070.10
A6NDI0,,,other
A6NDL8,,Cell membrane,1.20.1070.10
A6NDR6,,Nucleus,1.10.10.60
A6NDS4,,Cell membrane,other
A6NDX5,,Nucleus,"6.10.140.140, 3.30.160.60"
A6NDY0,,Cytoplasm,3.30.70.330
A6NE52,,,2.130.10.10
A6NEC2,other,,other
A6NEL2,,,other
A6NER0,,Cell membrane,other
A6NES4,,,other
A6NET4,,Cell membrane,1.20.1070.10
A6NF34,,Membrane,other
A6NF89,,Cell membrane,1.20.1070.10
A6NFC5,,other,other
A6NFC9,,Cell membrane,1.20.1070.10
A6NFI3,,Nucleus,"6.10.140.140, 3.30.160.60"
A6NFQ7,,Nucleus,1.10.10.60
A6NFT4,,other,
A6NG13,,other,
A6NGD5,,Nucleus,other
A6NGE7,other,other,other
A6NGJ6,,,other
A6NH21,,Membrane,
A6NH52,,Membrane,
A6NH57,,,3.40.50.300
A6NHA9,,Cell membrane,1.20.1070.10
A6NHG9,,Cell membrane,1.20.1070.10
A6NHJ4,,Nucleus,"6.10.140.140, 3.30.160.60"
A6NHM9,other,,other
A6NHS7,,Membrane,
A6NHT5,,Nucleus,1.10.10.60
A6NI03,,,other
A6NI72,,Cytoplasm,other
A6NIE9,3.4.21,Secreted,other
A6NIJ9,,Cell membrane,1.20.1070.10
A6NIM6,,Membrane,other
A6NIR3,,,other
A6NIZ1,3.6.5,other,3.40.50.300
A6NJG6,,Nucleus,1.10.10.60
A6NJL1,,Nucleus,other
A6NJV1,,other,
A6NJW4,,Membrane,3.80.10.10
A6NJW9,,Cell membrane,2.60.40.10
A6NJY4,,Endoplasmic reticulum membrane,
A6NJZ3,,Cell membrane,1.20.1070.10
A6NJZ7,,other,other
A6NK02,,other,other
A6NK53,,Nucleus,"6.10.140.140, 3.30.160.60"
A6NK59,,,other
A6NK75,,Nucleus,"6.10.140.140, 3.30.160.60"
A6NKD2,,"Cytoplasm, Nucleus",other
A6NKD9,,other,
A6NKF2,,Nucleus,other
A6NKG5,,Membrane,other
A6NKK0,,Cell membrane,1.20.1070.10
A6NKQ9,,Secreted,other
A6NKT7,,,other
A6NKX4,,Membrane,other
A6NL08,,Cell membrane,1.20.1070.10
A6NL26,,Cell membrane,1.20.1070.10
A6NL82,,other,
A6NL99,,Membrane,other
A6NLI5,,,other
A6NLP5,,,other
A6NM03,,Cell membrane,1.20.1070.10
A6NM10,,Membrane,other
A6NM11,,Membrane,3.80.10.10
A6NM28,,Nucleus,"6.10.140.140, 3.30.160.60"
A6NM43,,Cytoplasm,other
A6NM45,,other,other
A6NM76,,Cell membrane,1.20.1070.10
A6NMS3,,Cell membrane,1.20.1070.10
A6NMS7,,Membrane,3.80.10.10
A6NMT0,,Nucleus,1.10.10.60
A6NMU1,,Cell membrane,1.20.1070.10
A6NMX2,,,other
A6NN14,,Nucleus,"6.10.140.140, 3.30.160.60"
A6NN92,,Cell membrane,other
A6NNM3,,other,other
A6NNP5,,,
A6NP11,,Nucleus,"6.10.140.140, 3.30.160.60"
A6NP61,,other,
A6PVL3,,Membrane,
A6PVS8,,,3.80.10.10
A6QL64,,,other
A7E2U8,,other,
A8K0R7,,,
A8K0S8,,Nucleus,1.10.10.60
A8K5M9,,Mitochondrion,
A8MPS7,other,,other
A8MPX8,,,other
A8MT70,,,
A8MTI9,3.4.21,Secreted,other
A8MTL9,,Secreted,other
A8MTY7,,,
A8MUH7,,,other
A8MUV8,,Nucleus,"6.10.140.140, 3.30.160.60"
A8MV23,,Secreted,other
A8MVA2,,,
A8MVS5,,Membrane,2.60.40.10
A8MVU1,,Cytoplasm,other
A8MVW0,,Membrane,
A8MVZ5,,Membrane,2.60.40.10
A8MWA4,,Nucleus,"6.10.140.140, 3.30.160.60"
A8MWD9,,Nucleus,other
A8MWK0,,Endoplasmic reticulum membrane,other
A8MX76,other,,other
A8MXE2,2.4.1,other,other
A8MXU0,,Secreted,
A8MXY4,,Nucleus,"6.10.140.140, 3.30.160.60"
A8MXZ3,,,
A8MYV0,,other,other
A8MYZ6,,"Cytoplasm, Nucleus",other
A8MZ26,,other,other
B1AJZ9,,,other
B1AKI9,,Secreted,other
B1APH4,,Nucleus,"6.10.140.140, 3.30.160.60"
B2CW77,,Nucleus,
B2RC85,,other,other
B2RN74,,Cell membrane,1.20.1070.10
B2RPK0,,other,other
B2RXH4,,Nucleus,
B3SHH9,,Cell membrane,other
B4DU55,,Nucleus,"6.10.140.140, 3.30.160.60"
B4DYI2,,Membrane,
B5ME19,,Cytoplasm,other
B7Z8K6,,Cell membrane,2.60.40.10
B7ZC32,,other,other
B9A064,,Secreted,2.60.40.10
B9EJG8,,other,
C9J069,,other,
C9J1S8,,,other
C9J2P7,3.4.19,other,other
C9J798,,other,other
C9JCN9,,,other
C9JDP6,,other,other
C9JH25,,Membrane,
C9JJH3,3.4.19,other,other
C9JLJ4,3.4.19,other,other
C9JLR9,,,
C9JPN9,3.4.19,other,other
C9JQI7,,Membrane,
C9JQL5,,Membrane,
C9JSJ3,,Nucleus,other
C9JUS6,,Secreted,
C9JVI0,3.4.19,other,other
C9JXX5,,Endoplasmic reticulum membrane,
D6R901,3.4.19,other,other
D6R9N7,3.4.19,other,other
D6RA61,3.4.19,other,other
D6RBQ6,3.4.19,other,other
D6RCP7,3.4.19,other,other
D6RIA3,,,
D6RJB6,3.4.19,other,other
E2RYF6,,Membrane,
E2RYF7,,Secreted,
E7ETH6,,Nucleus,"6.10.140.140, 3.30.160.60"
E9PB15,,,other
E9PQ53,,Mitochondrion inner membrane,
F8VTS6,,,other
G5E9R7,,,
H3BQB6,,,
H3BRN8,,other,
H3BSY2,,,
I1YAP6,,,other
I3L273,,other,
I3L3R5,,Secreted,
L0R819,,Cytoplasm,other
O00479,,Nucleus,
O00634,,other,other
O14498,,Secreted,other
O14562,,,
O14581,,Cell membrane,1.20.1070.10
O14598,,,
O14604,,other,other
O14715,,,other
O14921,,,other
O14990,,,other
O15037,,,other
O15255,,Cell membrane,
O15442,other,,other
O15482,,Membrane,
O43246,,Membrane,other
O43325,,Nucleus,
O43361,,Nucleus,"6.10.140.140, 3.30.160.60"
O43423,,,3.80.10.10
O43824,,,other
O43869,,Cell membrane,1.20.1070.10
O60224,,,
O60268,,Cytoplasm,
O60287,,other,
O60290,,Nucleus,other
O60309,,Membrane,3.80.10.10
O60320,,Membrane,
O60347,,other,other
O60361,other,,other
O60403,,Cell membrane,1.20.1070.10
O60404,,Cell membrane,1.20.1070.10
O60431,,Cell membrane,1.20.1070.10
O60518,,"Cytoplasm, Nucleus",other
O60637,,Membrane,other
O60732,,,other
O60739,,,other
O75290,,Nucleus,"6.10.140.140, 3.30.160.60"
O75333,,Nucleus,other
O75373,,Nucleus,"6.10.140.140, 3.30.160.60"
O75426,,,other
O75467,,Nucleus,"6.10.140.140, 3.30.160.60"
O75474,,,
O75526,,Nucleus,3.30.70.330
O75949,,Membrane,
O75954,,Membrane,other
O76000,,Cell membrane,1.20.1070.10
O76038,,other,other
O76087,,,
O76100,,Cell membrane,1.20.1070.10
O94819,,,other
O94952,,,other
O95006,,Cell membrane,1.20.1070.10
O95013,,Cell membrane,1.20.1070.10
O95081,,,other
O95156,,Secreted,
O95157,,Secreted,
O95158,,Secreted,
O95170,,,other
O95221,,Cell membrane,1.20.1070.10
O95424,,,
O95478,,other,other
O95502,,Membrane,other
O95521,,,3.80.10.10
O95744,,,other
O95800,,Cell membrane,1.20.1070.10
O95857,,Membrane,
O95969,,Secreted,
O96001,,,
P01737,,Cell membrane,2.60.40.10
P03986,,Cell membrane,2.60.40.10
P09131,,Membrane,other
P0C025,other,,other
P0C091,,other,other
P0C0P6,,Secreted,
P0C263,2.7.11,,1.10.510.10
P0C5J1,2.1.1,,other
P0C5Y4,,,
P0C604,,Cell membrane,1.20.1070.10
P0C626,,Cell membrane,1.20.1070.10
P0C628,,Cell membrane,1.20.1070.10
P0C646,,Cell membrane,1.20.1070.10
P0C6S8,,Membrane,other
P0C7A2,,,
P0C7H9,,other,other
P0C7I0,,other,other
P0C7N1,,Cell membrane,1.20.1070.10
P0C7N5,,Cell membrane,1.20.1070.10
P0C7P4,,Membrane,other
