identifier,phrog,product,function
phage_6439,2890,peptide deformylase,other
phage_6440,51,terminase small subunit,head and packaging
phage_6441,211,head-tail adaptor Ad2,connector
phage_6442,54,DksA-like zinc-finger protein,other
phage_6443,172,head scaffolding protein,head and packaging
phage_6444,493,head-tail adaptor Ad1,connector
phage_6445,16,DNA helicase,"DNA, RNA and nucleotide metabolism"
phage_6446,442,head-tail adaptor,connector
phage_6447,79,anti-termination protein Q-like,transcription regulation
phage_6448,329,minor tail protein,tail
phage_6449,23,tail sheath,tail
phage_6450,967,baseplate wedge tail fiber protein connector,tail
phage_6451,4363,internal virion protein,head and packaging
phage_6452,1056,fibritin neck whisker,tail
phage_6453,2170,glycosyltransferase,"moron, auxiliary metabolic gene and host takeover"
phage_6454,540,nucleotide-sugar epimerase,"DNA, RNA and nucleotide metabolism"
phage_6455,3304,L-shaped tail fiber protein assembly,tail
phage_6456,991,tail length tape measure protein,tail
phage_6457,367,ribonucleotide reductase,"DNA, RNA and nucleotide metabolism"
phage_6458,18802,virion structural protein,head and packaging
phage_6459,2042,,unknown function
phage_6460,458,protease,other
phage_6461,332,head-tail adaptor,connector
phage_6462,329,minor tail protein,tail
phage_6463,11011,long tail fiber protein distal subunit,tail
phage_6464,677,baseplate wedge tail fiber protein connector,tail
phage_6465,677,baseplate wedge tail fiber protein connector,tail
phage_6466,1407,major tail protein,tail
phage_6467,376,tail protein,tail
phage_6468,465,endolysin,lysis
phage_6469,64,portal protein,head and packaging
phage_6470,355,nucleoside 2-deoxyribosyltransferase,"DNA, RNA and nucleotide metabolism"
phage_6471,61,2OG-Fe(II) oxygenase,"moron, auxiliary metabolic gene and host takeover"
phage_6472,213,portal protein,head and packaging
phage_6473,1167,phosphofructokinase,other
phage_6474,1216,portal protein,head and packaging
phage_6475,7339,DNA repair exonuclease,"DNA, RNA and nucleotide metabolism"
phage_6476,138,major head protein,head and packaging
phage_6477,51,terminase small subunit,head and packaging
phage_6478,11591,virion structural protein,head and packaging
phage_6479,12798,tail length tape measure protein,tail
phage_6480,16641,tail fiber protein,tail
phage_6481,1067,minor head protein,head and packaging
phage_6482,202,distal tail protein Dit,tail
phage_6483,190,Holliday junction resolvase,"DNA, RNA and nucleotide metabolism"
phage_6484,359,DNA methyltransferase,other
phage_6485,10089,DarB-like antirestriction,"moron, auxiliary metabolic gene and host takeover"
phage_6486,979,terminase large subunit,head and packaging
phage_6487,374,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_6488,145,portal protein,head and packaging
phage_6489,69,exonuclease,"DNA, RNA and nucleotide metabolism"
phage_6490,27829,DnaA-like replication initiation protein,"DNA, RNA and nucleotide metabolism"
phage_6491,442,head-tail adaptor,connector
phage_6492,59,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_6493,40,head-tail adaptor Ad1,connector
phage_6494,73,head scaffolding protein,head and packaging
phage_6495,228,Arc-like repressor,transcription regulation
phage_6496,991,tail length tape measure protein,tail
phage_6497,21537,virion structural protein,head and packaging
phage_6498,1101,tail protein,tail
phage_6499,23,tail sheath,tail
phage_6500,10775,tail protein,tail
phage_6501,313,Tail assembly chaperone,tail
phage_6502,3,transcriptional repressor,transcription regulation
phage_6503,17300,tail length tape measure protein,tail
phage_6504,14541,virion structural protein,head and packaging
phage_6505,1087,,unknown function
phage_6506,86,ribonucleoside diphosphate reductase small subunit,"DNA, RNA and nucleotide metabolism"
phage_6507,47,DNA primase,"DNA, RNA and nucleotide metabolism"
phage_6508,4976,tail assembly chaperone,tail
phage_6509,2206,virion RNA polymerase,"DNA, RNA and nucleotide metabolism"
phage_6510,15006,tail fiber protein,tail
phage_6511,160,thymidylate synthase,"DNA, RNA and nucleotide metabolism"
phage_6512,350,tail protein,tail
phage_6513,1630,receptor binding tail protein,tail
phage_6514,58,tail length tape measure protein,tail
phage_6515,15437,tail fiber protein,tail
phage_6516,428,replication initiation protein,"DNA, RNA and nucleotide metabolism"
phage_6517,540,nucleotide-sugar epimerase,"DNA, RNA and nucleotide metabolism"
phage_6518,283,major head protein,head and packaging
phage_6519,313,Tail assembly chaperone,tail
phage_6520,9483,tail length tape measure protein,tail
phage_6521,1879,head scaffolding protein,head and packaging
phage_6522,449,head-tail adaptor,connector
phage_6523,393,tail assembly chaperone,tail
phage_6524,8865,head scaffolding protein,head and packaging
phage_6525,6002,virion structural protein,head and packaging
phage_6526,1198,MutT/NUDIX hydrolase,other
phage_6527,403,DNA polymerase exonuclease subunit,"DNA, RNA and nucleotide metabolism"
phage_6528,229,MazG-like pyrophosphatase,other
phage_6529,486,virion structural protein,head and packaging
phage_6530,67,DNA methyltransferase,other
phage_6531,137,head-tail adaptor Ad1,connector
phage_6532,1483,major spike protein,head and packaging
phage_6533,213,portal protein,head and packaging
phage_6534,1192,single strand DNA binding protein,"DNA, RNA and nucleotide metabolism"
phage_6535,15137,endonuclease,"DNA, RNA and nucleotide metabolism"
phage_6536,2377,head-tail adaptor Ad1,connector
phage_6537,6958,virion structural protein,head and packaging
phage_6538,274,DNA endonuclease V,"DNA, RNA and nucleotide metabolism"
phage_6539,207,head maturation protease,head and packaging
phage_6540,473,virion structural protein,head and packaging
phage_6541,16667,DNA polymerase I,"DNA, RNA and nucleotide metabolism"
phage_6542,894,endolysin,lysis
phage_6543,1112,phosphoribosylaminoimidazole-succinocarboxamide synthase,"moron, auxiliary metabolic gene and host takeover"
phage_6544,412,exonuclease VIII,"DNA, RNA and nucleotide metabolism"
phage_6545,5510,tail fiber protein,tail
phage_6546,3982,,unknown function
phage_6547,32,tail assembly protein,tail
phage_6548,3692,glycosyltransferase,"moron, auxiliary metabolic gene and host takeover"
phage_6549,21866,primase,"DNA, RNA and nucleotide metabolism"
phage_6550,195,head-tail adaptor,connector
phage_6551,107,exonuclease,"DNA, RNA and nucleotide metabolism"
phage_6552,473,virion structural protein,head and packaging
phage_6553,81,2OG-Fe(II) oxygenase,"moron, auxiliary metabolic gene and host takeover"
phage_6554,412,exonuclease VIII,"DNA, RNA and nucleotide metabolism"
phage_6555,82,head closure Hc1,connector
phage_6556,3287,virion structural protein,head and packaging
phage_6557,36,transcriptional regulator,transcription regulation
phage_6558,6959,tail assembly chaperone,tail
phage_6559,308,internal virion protein,head and packaging
phage_6560,30,minor tail protein,tail
phage_6561,3437,major head protein,head and packaging
phage_6562,1740,RNA polymerase sigma factor,transcription regulation
phage_6563,10,major head protein,head and packaging
phage_6564,24,tail length tape measure protein,tail
phage_6565,5616,tail fiber protein,tail
phage_6566,26,tail completion or Neck1 protein,connector
phage_6567,689,holin,lysis
phage_6568,1432,tail associated lysin,tail
phage_6569,1268,DNA polymerase,"DNA, RNA and nucleotide metabolism"
phage_6570,87,metallo-protease,other
phage_6571,26464,DNA repair protein,"DNA, RNA and nucleotide metabolism"
phage_6572,80,head maturation protease,head and packaging
phage_6573,1851,PmgC-like head morphogenesis,head and packaging
phage_6574,2226,SAM-dependent methyltransferase,other
phage_6575,17,DNA polymerase,"DNA, RNA and nucleotide metabolism"
phage_6576,6591,Holliday junction resolvase,"DNA, RNA and nucleotide metabolism"
phage_6577,1327,Rz-like spanin,lysis
phage_6578,382,minor tail protein with lysin activity,tail
phage_6579,26421,,unknown function
phage_6580,144,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_6581,394,tail protein,tail
phage_6582,8757,virion structural protein,head and packaging
phage_6583,3,transcriptional repressor,transcription regulation
phage_6584,44,single strand DNA binding protein,"DNA, RNA and nucleotide metabolism"
phage_6585,1327,Rz-like spanin,lysis
phage_6586,7114,minor tail protein,tail
phage_6587,5260,tail protein,tail
phage_6588,15,terminase large subunit,head and packaging
phage_6589,218,head closure,connector
phage_6590,19,DnaB-like replicative helicase,"DNA, RNA and nucleotide metabolism"
phage_6591,7673,internal head protein,head and packaging
phage_6592,252,Bet-like ssDNA annealing protein,"DNA, RNA and nucleotide metabolism"
phage_6593,1216,portal protein,head and packaging
phage_6594,5708,DnaD-like helicase loader,"DNA, RNA and nucleotide metabolism"
phage_6595,7037,tail fiber protein,tail
phage_6596,197,Zot-like toxin,"moron, auxiliary metabolic gene and host takeover"
phage_6597,92,DNA packaging chaperone FI,head and packaging
phage_6598,5989,terminase large subunit,head and packaging
phage_6599,16,DNA helicase,"DNA, RNA and nucleotide metabolism"
phage_6600,1842,tail tube protein,tail
phage_6601,402,,unknown function
phage_6602,9983,tail protein,tail
phage_6603,7,endolysin,lysis
phage_6604,729,cold shock protein,other
phage_6605,513,transposase,integration and excision
phage_6606,2,terminase large subunit,head and packaging
phage_6607,4636,tail spike protein,tail
phage_6608,223,DNA polymerase processivity factor,"DNA, RNA and nucleotide metabolism"
phage_6609,55,head closure,connector
phage_6610,945,endonuclease,"DNA, RNA and nucleotide metabolism"
phage_6611,3055,RusA-like Holliday junction resolvase,"DNA, RNA and nucleotide metabolism"
phage_6612,12082,portal protein,head and packaging
phage_6613,67,DNA methyltransferase,other
phage_6614,337,tail protein,tail
phage_6615,84,ribonucleoside-diphosphate reductase large subunit,"DNA, RNA and nucleotide metabolism"
phage_6616,19,DnaB-like replicative helicase,"DNA, RNA and nucleotide metabolism"
phage_6617,76,tail protein,tail
phage_6618,6651,internal virion protein,head and packaging
phage_6619,19979,virion structural protein,head and packaging
phage_6620,13246,replisome organizer,"DNA, RNA and nucleotide metabolism"
phage_6621,6,baseplate wedge subunit,tail
phage_6622,11591,virion structural protein,head and packaging
phage_6623,309,terminase small subunit,head and packaging
phage_6624,346,minor tail protein,tail
phage_6625,1,integrase,integration and excision
phage_6626,14753,head fiber protein,head and packaging
phage_6627,1,integrase,integration and excision
phage_6628,8,transcriptional regulator,transcription regulation
phage_6629,9896,phosphofructokinase,other
phage_6630,9729,tail fiber protein,tail
phage_6631,332,head-tail adaptor,connector
phage_6632,17,DNA polymerase,"DNA, RNA and nucleotide metabolism"
phage_6633,7025,tail length tape measure protein,tail
phage_6634,13900,minor head protein,head and packaging
phage_6635,23570,virion structural protein,head and packaging
phage_6636,23,tail sheath,tail
phage_6637,6256,tail fiber protein,tail
phage_6638,84,ribonucleoside-diphosphate reductase large subunit,"DNA, RNA and nucleotide metabolism"
phage_6639,3322,endonuclease,"DNA, RNA and nucleotide metabolism"
phage_6640,4226,baseplate protein,tail
phage_6641,1800,tail collar fiber protein,tail
phage_6642,2068,phosphoribosyl transferase,other
phage_6643,562,RNA ligase and tail fiber protein attachment catalyst,tail
phage_6644,395,cytidyltransferase,other
phage_6645,36,transcriptional regulator,transcription regulation
phage_6646,10775,tail protein,tail
phage_6647,90,endolysin,lysis
phage_6648,15971,DNA polymerase I,"DNA, RNA and nucleotide metabolism"
phage_6649,347,tail terminator,connector
phage_6650,16,DNA helicase,"DNA, RNA and nucleotide metabolism"
phage_6651,1357,major head protein,head and packaging
phage_6652,257,minor tail protein,tail
phage_6653,4578,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_6654,2890,peptide deformylase,other
phage_6655,80,head maturation protease,head and packaging
phage_6656,7,endolysin,lysis
phage_6657,1408,replication initiation protein,"DNA, RNA and nucleotide metabolism"
phage_6658,2662,portal protein,head and packaging
phage_6659,51,terminase small subunit,head and packaging
phage_6660,50,DnaC-like helicase loader,"DNA, RNA and nucleotide metabolism"
phage_6661,14802,virion structural protein,head and packaging
phage_6662,252,Bet-like ssDNA annealing protein,"DNA, RNA and nucleotide metabolism"
phage_6663,4287,DNA ejection protein,"DNA, RNA and nucleotide metabolism"
phage_6664,4636,tail spike protein,tail
phage_6665,10300,transcriptional regulator,transcription regulation
phage_6666,1716,tail length tape measure protein,tail
phage_6667,61,2OG-Fe(II) oxygenase,"moron, auxiliary metabolic gene and host takeover"
phage_6668,3737,tail fiber protein,tail
phage_6669,138,major head protein,head and packaging
phage_6670,6201,CI-like repressor,transcription regulation
phage_6671,822,amidase,lysis
phage_6672,8510,virion structural protein,head and packaging
phage_6673,1749,tail assembly chaperone,tail
phage_6674,226,minor tail protein,tail
phage_6675,114,ATP-dependent DNA ligase,"DNA, RNA and nucleotide metabolism"
phage_6676,1012,assembly (protein IV of M13),head and packaging
phage_6677,6615,DNA polymerase,"DNA, RNA and nucleotide metabolism"
phage_6678,24,tail length tape measure protein,tail
phage_6679,2263,major head protein,head and packaging
phage_6680,138,major head protein,head and packaging
phage_6681,1031,,unknown function
phage_6682,176,tail terminator,connector
phage_6683,2255,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_6684,2743,Kil protein for bacterial septation inhibition,other
phage_6685,979,terminase large subunit,head and packaging
phage_6686,59,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_6687,66,excisionase and transcriptional regulator,integration and excision
phage_6688,144,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_6689,904,excisionase,integration and excision
phage_6690,7048,,unknown function
phage_6691,6827,,unknown function
phage_6692,671,nucleotide pyrophosphohydrolase,other
