identifier,phrog,product,function,product_category
phage_7243,4372,tail length tape measure protein,tail,tail_tape_measure
phage_7244,582,Arc-like repressor,transcription regulation,transcriptional_control
phage_7245,9683,protease,other,peptidases
phage_7246,4211,tail length tape measure protein,tail,tail_tape_measure
phage_7247,648,head scaffolding protein,head and packaging,head_assembly
phage_7248,77,SbcC-like subunit of palindrome specific endonuclease,"DNA, RNA and nucleotide metabolism",endonucleases
phage_7249,16334,,unknown function,
phage_7250,2276,tail length tape measure protein,tail,tail_tape_measure
phage_7251,5890,tellurite resistance,"moron, auxiliary metabolic gene and host takeover",
phage_7252,645,Rnase E,"DNA, RNA and nucleotide metabolism",
phage_7253,6942,tail fiber protein,tail,minor_tail
phage_7254,19943,virion structural protein,head and packaging,structural
phage_7255,7241,transcriptional regulator,transcription regulation,transcription_regulation
phage_7256,8008,DNA binding protein,"DNA, RNA and nucleotide metabolism",
phage_7257,23570,virion structural protein,head and packaging,structural
phage_7258,4707,replication initiation protein,"DNA, RNA and nucleotide metabolism",dna_replication
phage_7259,11693,pilot protein for DNA ejection,tail,
phage_7260,701,virion structural protein,head and packaging,structural
phage_7261,802,Alt-like RNA polymerase ADP-ribosyltransferase,"moron, auxiliary metabolic gene and host takeover",transcription
phage_7262,418,internal virion protein,head and packaging,structural
phage_7263,2266,,unknown function,
phage_7264,190,Holliday junction resolvase,"DNA, RNA and nucleotide metabolism",recombination
phage_7265,2739,portal protein,head and packaging,portal
phage_7266,2050,virion structural protein,head and packaging,structural
phage_7267,7168,homing endonuclease,"DNA, RNA and nucleotide metabolism",endonucleases
phage_7268,805,internal virion protein,head and packaging,structural
phage_7269,8462,tail length tape measure protein,tail,tail_tape_measure
phage_7270,2624,tail assembly chaperone,tail,tail_assembly
phage_7271,2987,RNA polymerase beta subunit,"DNA, RNA and nucleotide metabolism",transcription
phage_7272,144,HNH endonuclease,"DNA, RNA and nucleotide metabolism",endonucleases
phage_7273,1064,prohead,head and packaging,head_assembly
phage_7274,513,transposase,integration and excision,
phage_7275,2013,lytic tail protein,tail,
phage_7276,1650,major head protein,head and packaging,major_capsid
phage_7277,7032,tail fiber protein,tail,minor_tail
phage_7278,291,endolysin,lysis,lysis
phage_7279,1128,enoyl-CoA hydratase/carnithine racemase-like,"moron, auxiliary metabolic gene and host takeover",
phage_7280,28,tail length tape measure protein,tail,tail_tape_measure
phage_7281,2649,endolysin,lysis,lysis
phage_7282,11011,long tail fiber protein distal subunit,tail,minor_tail
phage_7283,339,tail length tape measure protein,tail,tail_tape_measure
phage_7284,21157,minor tail protein,tail,minor_tail
phage_7285,2170,glycosyltransferase,"moron, auxiliary metabolic gene and host takeover",transferases
phage_7286,32829,tail fiber protein,tail,minor_tail
phage_7287,6952,DNA methyltransferase,other,dna_modification
phage_7288,19458,primase,"DNA, RNA and nucleotide metabolism",
phage_7289,14988,peptidase,other,peptidases
phage_7290,2206,virion RNA polymerase,"DNA, RNA and nucleotide metabolism",transcription
phage_7291,2328,transcriptional repressor,transcription regulation,transcription_regulation
phage_7292,379,DNA binding protein,"DNA, RNA and nucleotide metabolism",
phage_7293,12042,,unknown function,
phage_7294,13384,,unknown function,
phage_7295,57,terminase small subunit,head and packaging,dna_packaging
phage_7296,4856,nucleoside triphosphate pyrophosphohydrolase,other,hydrolases
phage_7297,37569,major head protein,head and packaging,major_capsid
phage_7298,599,Lar-like restriction alleviation protein,"moron, auxiliary metabolic gene and host takeover",immunity
phage_7299,1579,glycosyltransferase,"moron, auxiliary metabolic gene and host takeover",transferases
phage_7300,3519,tail length tape measure protein,tail,tail_tape_measure
phage_7301,3022,DNA primase,"DNA, RNA and nucleotide metabolism",dna_replication
phage_7302,6651,internal virion protein,head and packaging,structural
phage_7303,2509,replication initiation protein,"DNA, RNA and nucleotide metabolism",dna_replication
phage_7304,907,tail sheath,tail,major_tail
phage_7305,18345,tail fiber protein,tail,minor_tail
phage_7306,3171,replication initiation protein,"DNA, RNA and nucleotide metabolism",dna_replication
phage_7307,2885,baseplate wedge subunit,tail,baseplate
phage_7308,4660,minor head protein,head and packaging,minor_capsid
phage_7309,5616,tail fiber protein,tail,minor_tail
phage_7310,23837,virion structural protein,head and packaging,structural
phage_7311,40,head-tail adaptor Ad1,connector,connector
phage_7312,21658,methyltransferase,other,dna_modification
phage_7313,894,endolysin,lysis,lysis
phage_7314,1967,DNA helicase,"DNA, RNA and nucleotide metabolism",dna_replication
phage_7315,18104,transcriptional regulator,transcription regulation,transcription_regulation
phage_7316,95,integrase,integration and excision,recombination
phage_7317,291,endolysin,lysis,lysis
phage_7318,1913,tail protein,tail,
phage_7319,9327,primosomal protein,"DNA, RNA and nucleotide metabolism",
phage_7320,3,transcriptional repressor,transcription regulation,transcription_regulation
phage_7321,56,DNA methyltransferase,other,dna_modification
phage_7322,24,tail length tape measure protein,tail,tail_tape_measure
phage_7323,28263,tail fiber protein,tail,minor_tail
phage_7324,1958,minor tail protein,tail,minor_tail
phage_7325,61,2OG-Fe(II) oxygenase,"moron, auxiliary metabolic gene and host takeover",
phage_7326,22939,,unknown function,
phage_7327,1216,portal protein,head and packaging,portal
phage_7328,9851,tail fiber protein,tail,minor_tail
phage_7329,2579,ParB C-terminal domain,"DNA, RNA and nucleotide metabolism",
phage_7330,200,lipoprotein,other,membrane_proteins
phage_7331,321,tail completion or Neck1 protein,connector,tail_assembly
phage_7332,677,baseplate wedge tail fiber protein connector,tail,minor_tail
phage_7333,33450,tail fiber protein,tail,minor_tail
phage_7334,172,head scaffolding protein,head and packaging,head_assembly
phage_7335,9474,replication initiation protein,"DNA, RNA and nucleotide metabolism",dna_replication
phage_7336,8048,HNH endonuclease,"DNA, RNA and nucleotide metabolism",endonucleases
phage_7337,18345,tail fiber protein,tail,minor_tail
phage_7338,5668,tail fiber protein,tail,minor_tail
phage_7339,23178,peptidase,other,peptidases
phage_7340,19930,DNA polymerase/primase,"DNA, RNA and nucleotide metabolism",dna_replication
phage_7341,445,terminase small subunit,head and packaging,dna_packaging
phage_7342,457,tail protein,tail,
phage_7343,32758,DNA methyltransferase,other,dna_modification
phage_7344,10089,DarB-like antirestriction,"moron, auxiliary metabolic gene and host takeover",
phage_7345,355,nucleoside 2-deoxyribosyltransferase,"DNA, RNA and nucleotide metabolism",
phage_7346,115,minor head protein,head and packaging,minor_capsid
phage_7347,24,tail length tape measure protein,tail,tail_tape_measure
phage_7348,14474,transcriptional regulator,transcription regulation,transcription_regulation
phage_7349,5616,tail fiber protein,tail,minor_tail
phage_7350,739,Rz-like spanin,lysis,lysis
phage_7351,21412,tail fiber protein,tail,minor_tail
phage_7352,683,,unknown function,
phage_7353,399,structural protein,head and packaging,structural
phage_7354,19095,,unknown function,
phage_7355,1275,Rz-like spanin,lysis,lysis
phage_7356,11,baseplate spike,tail,baseplate
phage_7357,291,endolysin,lysis,lysis
phage_7358,3895,ADP-ribosyltransferase exoenzyme toxin,"moron, auxiliary metabolic gene and host takeover",toxin_systems
phage_7359,19943,virion structural protein,head and packaging,structural
phage_7360,547,phosphoesterase,other,
phage_7361,12353,,unknown function,
phage_7362,6700,endolysin,lysis,lysis
phage_7363,561,RecT-like ssDNA annealing protein,"DNA, RNA and nucleotide metabolism",
phage_7364,692,virion structural protein,head and packaging,structural
phage_7365,301,secreted protein,other,
phage_7366,2520,gamma-glutamyl cyclotransferase,"moron, auxiliary metabolic gene and host takeover",
phage_7367,9017,tail fiber protein,tail,minor_tail
phage_7368,1032,replication initiation protein,"DNA, RNA and nucleotide metabolism",dna_replication
phage_7369,77,SbcC-like subunit of palindrome specific endonuclease,"DNA, RNA and nucleotide metabolism",endonucleases
phage_7370,339,tail length tape measure protein,tail,tail_tape_measure
phage_7371,8,transcriptional regulator,transcription regulation,transcription_regulation
phage_7372,680,tail length tape measure protein,tail,tail_tape_measure
phage_7373,26902,,unknown function,
phage_7374,7851,cysteine dioxygenase,other,
phage_7375,505,polynucleotide kinase,other,
phage_7376,38,terminase large subunit,head and packaging,dna_packaging
phage_7377,8469,tail fiber protein,tail,minor_tail
phage_7378,1522,head maturation protease,head and packaging,head_assembly
phage_7379,4602,transglycosylase,other,
phage_7380,211,head-tail adaptor Ad2,connector,connector
phage_7381,976,head maturation protease,head and packaging,head_assembly
phage_7382,5046,HNH endonuclease,"DNA, RNA and nucleotide metabolism",endonucleases
phage_7383,66,excisionase and transcriptional regulator,integration and excision,recombination
phage_7384,28356,,unknown function,
phage_7385,472,WhiB transcriptional factor,transcription regulation,
phage_7386,8215,baseplate wedge initiator,tail,baseplate
phage_7387,13163,baseplate wedge subunit,tail,baseplate
phage_7388,9483,tail length tape measure protein,tail,tail_tape_measure
phage_7389,380,endolysin,lysis,lysis
phage_7390,4406,virion structural protein,head and packaging,structural
phage_7391,9851,tail fiber protein,tail,minor_tail
phage_7392,12296,tail fiber protein,tail,minor_tail
phage_7393,32881,pectin lyase activity,"moron, auxiliary metabolic gene and host takeover",
phage_7394,9232,portal protein,head and packaging,portal
phage_7395,33406,tail fiber protein,tail,minor_tail
phage_7396,8985,tail tube protein,tail,major_tail
phage_7397,1143,DNA helicase,"DNA, RNA and nucleotide metabolism",dna_replication
phage_7398,3779,tail length tape measure protein,tail,tail_tape_measure
phage_7399,115,minor head protein,head and packaging,minor_capsid
phage_7400,7045,holin,lysis,lysis
phage_7401,501,head closure Hc1,connector,head_assembly
phage_7402,21185,tail protein,tail,
phage_7403,2478,DNA polymerase/primase,"DNA, RNA and nucleotide metabolism",dna_replication
phage_7404,7168,homing endonuclease,"DNA, RNA and nucleotide metabolism",endonucleases
phage_7405,4736,L-glutamine-D-fructose-6-phosphate aminotransferase,other,transferases
phage_7406,5448,tail length tape measure protein,tail,tail_tape_measure
phage_7407,7076,dATP triphosphohydrolase,"DNA, RNA and nucleotide metabolism",hydrolases
phage_7408,59,HNH endonuclease,"DNA, RNA and nucleotide metabolism",endonucleases
phage_7409,5911,tail protein,tail,
phage_7410,11693,pilot protein for DNA ejection,tail,
phage_7411,97,UvsX-like recombinase,other,recombination
phage_7412,10089,DarB-like antirestriction,"moron, auxiliary metabolic gene and host takeover",
phage_7413,7767,metallo-endopeptidase,other,peptidases
phage_7414,62,DNA helicase,"DNA, RNA and nucleotide metabolism",dna_replication
phage_7415,6681,terminase large subunit,head and packaging,dna_packaging
phage_7416,538,minor tail protein,tail,minor_tail
phage_7417,12241,DNA polymerase,"DNA, RNA and nucleotide metabolism",dna_replication
phage_7418,991,tail length tape measure protein,tail,tail_tape_measure
phage_7419,365,tail protein,tail,
phage_7420,230,baseplate tail tube cap,tail,baseplate
phage_7421,4211,tail length tape measure protein,tail,tail_tape_measure
phage_7422,4697,tail assembly chaperone,tail,tail_assembly
phage_7423,77,SbcC-like subunit of palindrome specific endonuclease,"DNA, RNA and nucleotide metabolism",endonucleases
phage_7424,84,ribonucleoside-diphosphate reductase large subunit,"DNA, RNA and nucleotide metabolism",oxidoreductases
phage_7425,2170,glycosyltransferase,"moron, auxiliary metabolic gene and host takeover",transferases
phage_7426,17633,minor tail protein,tail,minor_tail
phage_7427,25337,tail length tape measure protein,tail,tail_tape_measure
phage_7428,8463,transposase,integration and excision,
phage_7429,1454,,unknown function,
phage_7430,213,portal protein,head and packaging,portal
phage_7431,27601,tail length tape measure protein,tail,tail_tape_measure
phage_7432,353,toxin,"moron, auxiliary metabolic gene and host takeover",toxin_systems
phage_7433,9114,,unknown function,
phage_7434,626,anaerobic ribonucleotide reductase small subunit,"DNA, RNA and nucleotide metabolism",oxidoreductases
phage_7435,6005,virion structural protein,head and packaging,structural
phage_7436,4285,transposase,integration and excision,
phage_7437,2729,virion structural protein,head and packaging,structural
phage_7438,76,tail protein,tail,
phage_7439,4120,minor tail protein,tail,minor_tail
phage_7440,6121,virion structural protein,head and packaging,structural
phage_7441,501,head closure Hc1,connector,head_assembly
phage_7442,135,dUTPase,"DNA, RNA and nucleotide metabolism",
phage_7443,81,2OG-Fe(II) oxygenase,"moron, auxiliary metabolic gene and host takeover",
phage_7444,13901,DNA primase/helicase,"DNA, RNA and nucleotide metabolism",dna_replication
phage_7445,51,terminase small subunit,head and packaging,dna_packaging
phage_7446,30669,replication initiation protein,"DNA, RNA and nucleotide metabolism",dna_replication
phage_7447,807,major tail protein with Ig-like domain,tail,major_tail
