identifier,Order,Family,Genus,protein_category,Protein families
Q86QU3,Scorpiones,Buthidae,Centruroides,scorpion_ktx,"Ergtoxin family, Gamma-KTx 4 subfamily"
Q86QT9,Scorpiones,Buthidae,Centruroides,scorpion_ktx,"Ergtoxin family, Gamma-KTx 4 subfamily"
Q86QV1,Scorpiones,Buthidae,Centruroides,scorpion_ktx,"Ergtoxin family, Gamma-KTx 5 subfamily"
Q86QV3,Scorpiones,Buthidae,Centruroides,scorpion_ktx,"Ergtoxin family, Gamma-KTx 1 subfamily"
Q86QU0,Scorpiones,Buthidae,Centruroides,scorpion_ktx,"Ergtoxin family, Gamma-KTx 4 subfamily"
Q86QU6,Scorpiones,Buthidae,Centruroides,scorpion_ktx,"Ergtoxin family, Gamma-KTx 1 subfamily"
Q86QV5,Scorpiones,Buthidae,Centruroides,scorpion_ktx,"Ergtoxin family, Gamma-KTx 3 subfamily"
P0C893,Scorpiones,Buthidae,Centruroides,scorpion_ktx,"Ergtoxin family, Gamma-KTx 1 subfamily"
C0HLM3,Scorpiones,Buthidae,Centruroides,scorpion_ktx,"Ergtoxin family, Gamma-KTx 1 subfamily"
Q86QU2,Scorpiones,Buthidae,Centruroides,scorpion_ktx,"Ergtoxin family, Gamma-KTx 5 subfamily"
Q86QT3,Scorpiones,Buthidae,Centruroides,scorpion_ktx,"Ergtoxin family, Gamma-KTx 1 subfamily"
Q86QV6,Scorpiones,Buthidae,Centruroides,scorpion_ktx,"Ergtoxin family, Gamma-KTx 1 subfamily"
Q86QU8,Scorpiones,Buthidae,Centruroides,scorpion_ktx,"Ergtoxin family, Gamma-KTx 4 subfamily"
Q86QU4,Scorpiones,Buthidae,Centruroides,scorpion_ktx,"Ergtoxin family, Gamma-KTx 4 subfamily"
Q86QU7,Scorpiones,Buthidae,Centruroides,scorpion_ktx,"Ergtoxin family, Gamma-KTx 4 subfamily"
P59939,Scorpiones,Buthidae,Centruroides,scorpion_ktx,"Ergtoxin family, Gamma-KTx 3 subfamily"
Q86QV9,Scorpiones,Buthidae,Centruroides,scorpion_ktx,"Ergtoxin family, Gamma-KTx 4 subfamily"
P0C892,Scorpiones,Buthidae,Centruroides,scorpion_ktx,"Ergtoxin family, Gamma-KTx 1 subfamily"
C0HJW3,Scorpiones,Buthidae,Centruroides,scorpion_ktx,"Ergtoxin family, Gamma-KTx 1 subfamily"
Q6XLL7,Scorpiones,Scorpionidae,Opistophthalmus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 06 subfamily"
P08815,Scorpiones,Buthidae,Centruroides,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 02 subfamily"
P59938,Scorpiones,Buthidae,Mesobuthus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Gamma-KTx 2 subfamily"
P60210,Scorpiones,Buthidae,Tityus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 04 subfamily"
H2ETQ6,Scorpiones,Buthidae,Mesobuthus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 01 subfamily"
P0DL70,Scorpiones,Buthidae,Centruroides,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 02 subfamily"
P85529,Scorpiones,Buthidae,Centruroides,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 02 subfamily"
P80719,Scorpiones,Scorpionidae,Scorpio,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 06 subfamily"
Q867F4,Scorpiones,Buthidae,Androctonus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 15 subfamily"
P59886,Scorpiones,Buthidae,Hottentotta,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 03 subfamily"
Q8I0L5,Scorpiones,Buthidae,Mesobuthus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 15 subfamily"
P0C161,Scorpiones,Buthidae,Centruroides,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 02 subfamily"
C0HJW5,Scorpiones,Buthidae,Centruroides,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 02 subfamily"
Q9NII6,Scorpiones,Buthidae,Mesobuthus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 01 subfamily"
Q9NBG9,Scorpiones,Buthidae,Mesobuthus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 16 subfamily"
P45629,Scorpiones,Buthidae,Centruroides,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 02 subfamily"
P0C8L1,Scorpiones,Buthidae,Tityus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 12 subfamily"
B3EWY1,Scorpiones,Buthidae,Mesobuthus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 16 subfamily"
C0HM60,Scorpiones,Buthidae,Buthus,scorpion_short_toxin,"Short scorpion toxin superfamily, Potassium channel inhibitor family"
P0DL44,Scorpiones,Buthidae,Buthus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 03 subfamily"
C0HJW1,Scorpiones,Buthidae,Centruroides,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 02 subfamily"
P0DJ31,Scorpiones,Vaejovidae,Vaejovis,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 23 subfamily"
Q6XLL6,Scorpiones,Scorpionidae,Opistophthalmus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 06 subfamily"
Q5G8B6,Scorpiones,Buthidae,Tityus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 04 subfamily"
Q9NII7,Scorpiones,Buthidae,Mesobuthus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 03 subfamily"
P55928,Scorpiones,Scorpionidae,Pandinus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 07 subfamily"
P86396,Scorpiones,Buthidae,Mesobuthus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 03 subfamily"
Q9BKB7,Scorpiones,Buthidae,Mesobuthus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Gamma-KTx 2 subfamily"
P0DJO5,Scorpiones,Chaerilidae,Chaerilus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 15 subfamily"
P0C173,Scorpiones,Buthidae,Hottentotta,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 16 subfamily"
P45696,Scorpiones,Buthidae,Androctonus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 03 subfamily"
K7XFK5,Scorpiones,Buthidae,Mesobuthus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 03 subfamily"
C0HJQ8,Scorpiones,Buthidae,Mesobuthus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 01 subfamily"
P46114,Scorpiones,Buthidae,Tityus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 04 subfamily"
P0DL46,Scorpiones,Buthidae,Buthus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 16 subfamily"
P0DL45,Scorpiones,Buthidae,Buthus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 16 subfamily"
P0C8R1,Scorpiones,Buthidae,Androctonus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 03 subfamily"
P0C165,Scorpiones,Buthidae,Centruroides,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 02 subfamily"
P0C164,Scorpiones,Buthidae,Centruroides,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 02 subfamily"
P0CI48,Scorpiones,Buthidae,Lychas,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 12 subfamily"
Q5K0E0,Scorpiones,Buthidae,Androctonus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 15 subfamily"
P60208,Scorpiones,Buthidae,Androctonus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 15 subfamily"
P86270,Scorpiones,Buthidae,Tityus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 21 subfamily"
P86116,Scorpiones,Hemiscorpiidae,Opisthacanthus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 06 subfamily"
C0HJQ7,Scorpiones,Buthidae,Mesobuthus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 01 subfamily"
Q6XLL9,Scorpiones,Scorpionidae,Opistophthalmus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 06 subfamily"
P84777,Scorpiones,Buthidae,Tityus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 15 subfamily"
P83112,Scorpiones,Buthidae,Parabuthus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 01 subfamily"
P0DQN4,Scorpiones,Euscorpiidae,Scorpiops,scorpion_long_toxin,"Long chain scorpion toxin family, Class 2 subfamily"
D9U2A8,Scorpiones,Buthidae,Lychas,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 15 subfamily"
P84094,Scorpiones,Scorpionidae,Heterometrus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 06 subfamily"
H2ER22,Scorpiones,Buthidae,Mesobuthus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 01 subfamily"
P55896,Scorpiones,Buthidae,Orthochirus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 03 subfamily"
P59847,Scorpiones,Buthidae,Centruroides,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 02 subfamily"
C0HJQ6,Scorpiones,Buthidae,Mesobuthus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 03 subfamily"
P24663,Scorpiones,Buthidae,Hottentotta,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 01 subfamily"
P24662,Scorpiones,Buthidae,Androctonus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 03 subfamily"
C0HM65,Scorpiones,Buthidae,Centruroides,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 04 subfamily"
Q9NII5,Scorpiones,Buthidae,Mesobuthus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 01 subfamily"
P40755,Scorpiones,Buthidae,Centruroides,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 02 subfamily"
C0HJT0,Scorpiones,Buthidae,Rhopalurus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 02 subfamily"
P59925,Scorpiones,Buthidae,Tityus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 04 subfamily"
C0HJQ4,Scorpiones,Buthidae,Mesobuthus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 03 subfamily"
P0C167,Scorpiones,Buthidae,Centruroides,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 01 subfamily"
P59936,Scorpiones,Buthidae,Tityus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 12 subfamily"
A9QLM3,Scorpiones,Buthidae,Lychas,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 11 subfamily"
P85528,Scorpiones,Hemiscorpiidae,Hemiscorpius,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 06 subfamily"
P0C162,Scorpiones,Buthidae,Centruroides,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 02 subfamily"
H2ER23,Scorpiones,Buthidae,Mesobuthus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 01 subfamily"
P0DJ32,Scorpiones,Vaejovidae,Vaejovis,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 23 subfamily"
P0C182,Scorpiones,Buthidae,Centruroides,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 01 subfamily"
P0CH12,Scorpiones,Buthidae,Lychas,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 12 subfamily"
P60233,Scorpiones,Buthidae,Androctonus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 15 subfamily"
P59290,Scorpiones,Buthidae,Buthus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 03 subfamily"
P56219,Scorpiones,Buthidae,Tityus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 04 subfamily"
P0C168,Scorpiones,Buthidae,Tityus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 12 subfamily"
P84864,Scorpiones,Caraboctonidae,Hoffmannihadrurus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 06 subfamily"
P58504,Scorpiones,Buthidae,Centruroides,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 10 subfamily"
Q9TXD1,Scorpiones,Buthidae,Centruroides,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 02 subfamily"
C0HJS9,Scorpiones,Buthidae,Rhopalurus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 01 subfamily"
Q6XLL5,Scorpiones,Scorpionidae,Opistophthalmus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 06 subfamily"
Q86BX0,Scorpiones,Buthidae,Mesobuthus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 15 subfamily"
A0A218QXG2,Scorpiones,Buthidae,Tityus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 04 subfamily"
A0A218QWZ7,Scorpiones,Buthidae,Tityus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 04 subfamily"
P0C909,Scorpiones,Buthidae,Odontobuthus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 03 subfamily"
P0DPT4,Scorpiones,Buthidae,Tityus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 04 subfamily"
Q86SD8,Scorpiones,Buthidae,Androctonus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 15 subfamily"
P0CB56,Scorpiones,Buthidae,Tityus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 04 subfamily"
P0DL43,Scorpiones,Buthidae,Heteroctenus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 02 subfamily"
P0C163,Scorpiones,Buthidae,Centruroides,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 02 subfamily"
A0A218QX22,Scorpiones,Buthidae,Tityus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 04 subfamily"
C0HJW6,Scorpiones,Buthidae,Centruroides,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 02 subfamily"
A0A218QWZ8,Scorpiones,Buthidae,Tityus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 04 subfamily"
P0DP36,Scorpiones,Euscorpiidae,Scorpiops,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 23 subfamily"
P0CJ17,Scorpiones,Buthidae,Lychas,,
Q8MQL0,Scorpiones,Buthidae,Mesobuthus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 16 subfamily"
P0C185,Scorpiones,Buthidae,Tityus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 12 subfamily"
P0DUI4,Scorpiones,Buthidae,Centruroides,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 02 subfamily"
D3JXM1,Scorpiones,Buthidae,Mesobuthus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 16 subfamily"
Q6XLL8,Scorpiones,Scorpionidae,Opistophthalmus,scorpion_ktx,"Short scorpion toxin superfamily, Potassium channel inhibitor family, Alpha-KTx 06 subfamily"
B6DCY6,Araneae,Lycosidae,Lycosa,neurotoxin,"Neurotoxin 19 (CSTX) family, 08 (U8-Lctx) subfamily"
B6DCV8,Araneae,Lycosidae,Lycosa,neurotoxin,"Neurotoxin 19 (CSTX) family, 06 (U6-Lctx) subfamily"
B6DD10,Araneae,Lycosidae,Lycosa,neurotoxin,"Neurotoxin 19 (CSTX) family, 10 (U11-Lctx) subfamily"
B6DCV5,Araneae,Lycosidae,Lycosa,neurotoxin,"Neurotoxin 19 (CSTX) family, 06 (U6-Lctx) subfamily"
B6DCZ1,Araneae,Lycosidae,Lycosa,neurotoxin,"Neurotoxin 19 (CSTX) family, 08 (U8-Lctx) subfamily"
B6DCV6,Araneae,Lycosidae,Lycosa,neurotoxin,"Neurotoxin 19 (CSTX) family, 06 (U6-Lctx) subfamily"
B6DCV2,Araneae,Lycosidae,Lycosa,neurotoxin,"Neurotoxin 19 (CSTX) family, 06 (U6-Lctx) subfamily"
B6DCW6,Araneae,Lycosidae,Lycosa,neurotoxin,"Neurotoxin 19 (CSTX) family, 07 (U7-Lctx) subfamily"
B6DD00,Araneae,Lycosidae,Lycosa,neurotoxin,"Neurotoxin 19 (CSTX) family, 08 (U8-Lctx) subfamily"
B6DD11,Araneae,Lycosidae,Lycosa,neurotoxin,"Neurotoxin 19 (CSTX) family, 10 (U11-Lctx) subfamily"
B6DD08,Araneae,Lycosidae,Lycosa,neurotoxin,"Neurotoxin 19 (CSTX) family, 10 (U11-Lctx) subfamily"
B6DCZ8,Araneae,Lycosidae,Lycosa,neurotoxin,"Neurotoxin 19 (CSTX) family, 08 (U8-Lctx) subfamily"
B6DCW4,Araneae,Lycosidae,Lycosa,neurotoxin,"Neurotoxin 19 (CSTX) family, 07 (U7-Lctx) subfamily"
B6DCZ3,Araneae,Lycosidae,Lycosa,neurotoxin,"Neurotoxin 19 (CSTX) family, 08 (U8-Lctx) subfamily"
B6DCZ4,Araneae,Lycosidae,Lycosa,neurotoxin,"Neurotoxin 19 (CSTX) family, 08 (U8-Lctx) subfamily"
B6DCZ5,Araneae,Lycosidae,Lycosa,neurotoxin,"Neurotoxin 19 (CSTX) family, 08 (U8-Lctx) subfamily"
B6DCV9,Araneae,Lycosidae,Lycosa,neurotoxin,"Neurotoxin 19 (CSTX) family, 06 (U6-Lctx) subfamily"
B6DCZ6,Araneae,Lycosidae,Lycosa,neurotoxin,"Neurotoxin 19 (CSTX) family, 08 (U8-Lctx) subfamily"
B6DCY5,Araneae,Lycosidae,Lycosa,neurotoxin,"Neurotoxin 19 (CSTX) family, 08 (U8-Lctx) subfamily"
B6DCY3,Araneae,Lycosidae,Lycosa,neurotoxin,"Neurotoxin 19 (CSTX) family, 08 (U8-Lctx) subfamily"
B6DCV1,Araneae,Lycosidae,Lycosa,neurotoxin,"Neurotoxin 19 (CSTX) family, 06 (U6-Lctx) subfamily"
B6DCZ9,Araneae,Lycosidae,Lycosa,neurotoxin,"Neurotoxin 19 (CSTX) family, 08 (U8-Lctx) subfamily"
B6DCY7,Araneae,Lycosidae,Lycosa,neurotoxin,"Neurotoxin 19 (CSTX) family, 08 (U8-Lctx) subfamily"
B6DCW1,Araneae,Lycosidae,Lycosa,neurotoxin,"Neurotoxin 19 (CSTX) family, 07 (U7-Lctx) subfamily"
B6DCV4,Araneae,Lycosidae,Lycosa,neurotoxin,"Neurotoxin 19 (CSTX) family, 06 (U6-Lctx) subfamily"
B6DCV3,Araneae,Lycosidae,Lycosa,neurotoxin,"Neurotoxin 19 (CSTX) family, 06 (U6-Lctx) subfamily"
B6DCW2,Araneae,Lycosidae,Lycosa,neurotoxin,"Neurotoxin 19 (CSTX) family, 07 (U7-Lctx) subfamily"
B6DCY8,Araneae,Lycosidae,Lycosa,neurotoxin,"Neurotoxin 19 (CSTX) family, 08 (U8-Lctx) subfamily"
B6DCW3,Araneae,Lycosidae,Lycosa,neurotoxin,"Neurotoxin 19 (CSTX) family, 07 (U7-Lctx) subfamily"
B6DCX8,Araneae,Lycosidae,Lycosa,neurotoxin,"Neurotoxin 19 (CSTX) family, 08 (U8-Lctx) subfamily"
B6DD02,Araneae,Lycosidae,Lycosa,neurotoxin,"Neurotoxin 19 (CSTX) family, 09 (U10-Lctx) subfamily"
B6DCZ2,Araneae,Lycosidae,Lycosa,neurotoxin,"Neurotoxin 19 (CSTX) family, 08 (U8-Lctx) subfamily"
B6DCX2,Araneae,Lycosidae,Lycosa,neurotoxin,"Neurotoxin 19 (CSTX) family, 08 (U8-Lctx) subfamily"
