identifier,Order,Family,Genus,Protein families,Protein names,embeddings_labels,blast_labels
D2Y289,Araneae,Theraphosidae,Cyriopagopus,"Neurotoxin 14 (magi-1) family, 01 (HNTX-16) subfamily",U11-theraphotoxin-Hhn1s (U11-TRTX-Hhn1s) (Hainantoxin-XVI-19) (HNTX-XVI-19),17,25
D2Y288,Araneae,Theraphosidae,Cyriopagopus,"Neurotoxin 14 (magi-1) family, 01 (HNTX-16) subfamily",U11-theraphotoxin-Hhn1r (U11-TRTX-Hhn1r) (Hainantoxin-XVI-18) (HNTX-XVI-18),17,25
D2Y273,Araneae,Theraphosidae,Cyriopagopus,"Neurotoxin 14 (magi-1) family, 01 (HNTX-16) subfamily",U11-theraphotoxin-Hhn1d (U11-TRTX-Hhn1d) (Hainantoxin-XVI-4) (HNTX-XVI-4),17,25
W4VSI1,Araneae,Barychelidae,Trittame,"Neurotoxin 14 (magi-1) family, 03 (ICK-30-40) subfamily",U17-barytoxin-Tl1d (U17-BATX-Tl1d) (Toxin ICK-38),17,25
D2Y296,Araneae,Theraphosidae,Cyriopagopus,"Neurotoxin 14 (magi-1) family, 01 (HNTX-16) subfamily",U11-theraphotoxin-Hhn1a (U11-TRTX-Hhn1a) (Hainantoxin-XVI.23) (HNTX-XVI.23) (Peptide F4-19.87),17,25
W4VSA2,Araneae,Barychelidae,Trittame,"Neurotoxin 14 (magi-1) family, 03 (ICK-30-40) subfamily",U17-barytoxin-Tl1a (U17-BATX-Tl1a) (Toxin ICK-39),17,25
D2Y272,Araneae,Theraphosidae,Cyriopagopus,"Neurotoxin 14 (magi-1) family, 01 (HNTX-16) subfamily",U11-theraphotoxin-Hhn1c (U11-TRTX-Hhn1c) (Hainantoxin-XVI-3) (HNTX-XVI-3),17,25
B3FIV1,Araneae,Theraphosidae,Brachypelma,"Neurotoxin 14 (magi-1) family, 08 (Ltx-4) subfamily",Omega-theraphotoxin-Bs2a (Omega-TRTX-Bs2a) (Brachypelma smithi toxin 1) (Bs1),17,25
D2Y267,Araneae,Theraphosidae,Cyriopagopus,"Neurotoxin 14 (magi-1) family, 01 (HNTX-16) subfamily",U11-theraphotoxin-Hhn1a (U11-TRTX-Hhn1a) (Hainantoxin-XVI.15) (HNTX-XVI.15) (Peptide F4-19.87),17,25
D2Y258,Araneae,Theraphosidae,Cyriopagopus,"Neurotoxin 14 (magi-1) family, 01 (HNTX-16) subfamily",U11-theraphotoxin-Hhn1a (U11-TRTX-Hhn1a) (Hainantoxin-XVI.6) (HNTX-XVI.6) (Peptide F4-19.87),17,25
D2Y2I0,Araneae,Theraphosidae,Cyriopagopus,"Neurotoxin 14 (magi-1) family, 01 (HNTX-16) subfamily",U11-theraphotoxin-Hhn1w (U11-TRTX-Hhn1w) (Hainantoxin-XVI-24) (HNTX-XVI-24),17,25
D2Y295,Araneae,Theraphosidae,Cyriopagopus,"Neurotoxin 14 (magi-1) family, 01 (HNTX-16) subfamily",U11-theraphotoxin-Hhn1a (U11-TRTX-Hhn1a) (Hainantoxin-XVI.22) (HNTX-XVI.22) (Peptide F4-19.87),17,25
W4VS12,Araneae,Barychelidae,Trittame,"Neurotoxin 14 (magi-1) family, 03 (ICK-30-40) subfamily",U17-barytoxin-Tl1a (U17-BATX-Tl1a) (Toxin ICK-35),17,25
W4VS08,Araneae,Barychelidae,Trittame,"Neurotoxin 14 (magi-1) family, 03 (ICK-30-40) subfamily",U17-barytoxin-Tl1d (U17-BATX-Tl1d) (Toxin ICK-40),17,25
D2Y2I2,Araneae,Theraphosidae,Cyriopagopus,"Neurotoxin 14 (magi-1) family, 01 (HNTX-16) subfamily",U11-theraphotoxin-Hhn1a (U11-TRTX-Hhn1a) (Hainantoxin-XVI.27) (HNTX-XVI.27) (Peptide F4-19.87),17,25
D2Y265,Araneae,Theraphosidae,Cyriopagopus,"Neurotoxin 14 (magi-1) family, 01 (HNTX-16) subfamily",U11-theraphotoxin-Hhn1a (U11-TRTX-Hhn1a) (Hainantoxin-XVI.13) (HNTX-XVI.13) (Peptide F4-19.87),17,25
D2Y261,Araneae,Theraphosidae,Cyriopagopus,"Neurotoxin 14 (magi-1) family, 01 (HNTX-16) subfamily",U11-theraphotoxin-Hhn1a (U11-TRTX-Hhn1a) (Hainantoxin-XVI.9) (HNTX-XVI.9) (Peptide F4-19.87),17,25
D2Y2H9,Araneae,Theraphosidae,Cyriopagopus,"Neurotoxin 14 (magi-1) family, 01 (HNTX-16) subfamily",U11-theraphotoxin-Hhn1v (U11-TRTX-Hhn1v) (Hainantoxin-XVI-22) (HNTX-XVI-22),17,25
D2Y256,Araneae,Theraphosidae,Cyriopagopus,"Neurotoxin 14 (magi-1) family, 01 (HNTX-16) subfamily",U11-theraphotoxin-Hhn1a (U11-TRTX-Hhn1a) (Hainantoxin-XVI.4) (HNTX-XVI.4) (Peptide F4-19.87),17,25
D2Y294,Araneae,Theraphosidae,Cyriopagopus,"Neurotoxin 14 (magi-1) family, 01 (HNTX-16) subfamily",U11-theraphotoxin-Hhn1a (U11-TRTX-Hhn1a) (Hainantoxin-XVI.21) (HNTX-XVI.21) (Peptide F4-19.87),17,25
D2Y264,Araneae,Theraphosidae,Cyriopagopus,"Neurotoxin 14 (magi-1) family, 01 (HNTX-16) subfamily",U11-theraphotoxin-Hhn1a (U11-TRTX-Hhn1a) (Hainantoxin-XVI.12) (HNTX-XVI.12) (Peptide F4-19.87),17,25
D2Y268,Araneae,Theraphosidae,Cyriopagopus,"Neurotoxin 14 (magi-1) family, 01 (HNTX-16) subfamily",U11-theraphotoxin-Hhn1a (U11-TRTX-Hhn1a) (Hainantoxin-XVI.16) (HNTX-XVI.16) (Peptide F4-19.87),17,25
D2Y2P6,Araneae,Theraphosidae,Cyriopagopus,"Neurotoxin 14 (magi-1) family, 01 (HNTX-16) subfamily",U11-theraphotoxin-Hhn1a (U11-TRTX-Hhn1a) (Hainantoxin-XVI.29) (HNTX-XVI.29) (Peptide F4-19.87),17,25
D2Y283,Araneae,Theraphosidae,Cyriopagopus,"Neurotoxin 14 (magi-1) family, 01 (HNTX-16) subfamily",U11-theraphotoxin-Hhn1m (U11-TRTX-Hhn1m) (Hainantoxin-XVI-13) (HNTX-XVI-13),17,25
D2Y271,Araneae,Theraphosidae,Cyriopagopus,"Neurotoxin 14 (magi-1) family, 01 (HNTX-16) subfamily",U11-theraphotoxin-Hhn1b (U11-TRTX-Hhn1b) (Hainantoxin-XVI-2) (HNTX-XVI-2),17,25
D2Y260,Araneae,Theraphosidae,Cyriopagopus,"Neurotoxin 14 (magi-1) family, 01 (HNTX-16) subfamily",U11-theraphotoxin-Hhn1a (U11-TRTX-Hhn1a) (Hainantoxin-XVI.8) (HNTX-XVI.8) (Peptide F4-19.87),17,25
D2Y255,Araneae,Theraphosidae,Cyriopagopus,"Neurotoxin 14 (magi-1) family, 01 (HNTX-16) subfamily",U11-theraphotoxin-Hhn1a (U11-TRTX-Hhn1a) (Hainantoxin-XVI.3) (HNTX-XVI.3) (Peptide F4-19.87),17,25
B6DCN9,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 03 subfamily",U1-lycotoxin-Ls1hh (Toxin-like structure LSTX-A50),18,26
B6DCK1,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 04 (U1-Lctx) subfamily",U1-lycotoxin-Ls1b (Toxin-like structure LSTX-A12),18,26
B6DCJ5,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 04 (U1-Lctx) subfamily",U1-lycotoxin-Ls1e (Toxin-like structure LSTX-A6),18,26
B6DCK5,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 04 (U1-Lctx) subfamily",U1-lycotoxin-Ls1b (Toxin-like structure LSTX-A16),18,26
B6DCP0,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 03 subfamily",U1-lycotoxin-Ls1ii (Toxin-like structure LSTX-A51),18,26
B6DCN7,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 03 subfamily",U1-lycotoxin-Ls1ff (Toxin-like structure LSTX-A48),18,26
B6DCN6,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 03 subfamily",U1-lycotoxin-Ls1ee (Toxin-like structure LSTX-A47),18,26
B6DCJ3,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 04 (U1-Lctx) subfamily",U1-lycotoxin-Ls1b (Toxin-like structure LSTX-A4),18,26
B6DCN8,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 03 subfamily",U1-lycotoxin-Ls1gg (Toxin-like structure LSTX-A49),18,26
B6DCK0,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 04 (U1-Lctx) subfamily",U1-lycotoxin-Ls1b (Toxin-like structure LSTX-A11),18,26
B6DCJ7,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 04 (U1-Lctx) subfamily",U1-lycotoxin-Ls1b (Toxin-like structure LSTX-A8),18,26
B6DCM1,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 04 (U1-Lctx) subfamily",U1-lycotoxin-Ls1q (Toxin-like structure LSTX-A32),18,26
B6DCL7,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 04 (U1-Lctx) subfamily",U1-lycotoxin-Ls1n (Toxin-like structure LSTX-A28),18,26
B6DCL2,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 04 (U1-Lctx) subfamily",U1-lycotoxin-Ls1d (Toxin-like structure LSTX-A23),18,26
B6DCL4,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 04 (U1-Lctx) subfamily",U1-lycotoxin-Ls1c (Toxin-like structure LSTX-A25),18,26
B6DCL5,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 04 (U1-Lctx) subfamily",U1-lycotoxin-Ls1l (Toxin-like structure LSTX-A26),18,26
B6DCP1,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 03 subfamily",U1-lycotoxin-Ls1jj (Toxin-like structure LSTX-A52),18,26
B6DCL8,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 04 (U1-Lctx) subfamily",U1-lycotoxin-Ls1f (Toxin-like structure LSTX-A29),18,26
B6DCL1,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 04 (U1-Lctx) subfamily",U1-lycotoxin-Ls1j (Toxin-like structure LSTX-A22),18,26
B6DCK4,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 04 (U1-Lctx) subfamily",U1-lycotoxin-Ls1b (Toxin-like structure LSTX-A15),18,26
B6DCL6,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 04 (U1-Lctx) subfamily",U1-lycotoxin-Ls1m (Toxin-like structure LSTX-A27),18,26
B6DCM8,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 04 (U1-Lctx) subfamily",U1-lycotoxin-Ls1w (Toxin-like structure LSTX-A39),18,26
B6DCL0,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 04 (U1-Lctx) subfamily",U1-lycotoxin-Ls1i (Toxin-like structure LSTX-A21),18,26
B6DCP5,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 03 subfamily",U1-lycotoxin-Ls1mm (Toxin-like structure LSTX-A56),18,26
B6DCP4,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 03 subfamily",U1-lycotoxin-Ls1ll (Toxin-like structure LSTX-A55),18,26
B6DCL9,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 04 (U1-Lctx) subfamily",U1-lycotoxin-Ls1o (Toxin-like structure LSTX-A30),18,26
B6DCM4,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 04 (U1-Lctx) subfamily",U1-lycotoxin-Ls1t (Toxin-like structure LSTX-A35),18,26
B6DCN1,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 03 subfamily",U1-lycotoxin-Ls1z (Toxin-like structure LSTX-A42),18,26
B6DCJ4,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 04 (U1-Lctx) subfamily",U1-lycotoxin-Ls1b (Toxin-like structure LSTX-A5),18,26
B6DCM6,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 04 (U1-Lctx) subfamily",U1-lycotoxin-Ls1b (Toxin-like structure LSTX-A37),18,26
B6DCN3,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 03 subfamily",U1-lycotoxin-Ls1bb (Toxin-like structure LSTX-A44),18,26
B6DCK6,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 04 (U1-Lctx) subfamily",U1-lycotoxin-Ls1b (Toxin-like structure LSTX-A17),18,26
B6DCJ9,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 04 (U1-Lctx) subfamily",U1-lycotoxin-Ls1a (Toxin-like structure LSTX-A10) (Toxin-like structure LSTX-A9),18,26
B6DCP3,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 03 subfamily",U1-lycotoxin-Ls1kk (Toxin-like structure LSTX-A54),18,26
B6DCK2,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 04 (U1-Lctx) subfamily",U1-lycotoxin-Ls1b (Toxin-like structure LSTX-A13),18,26
B6DCJ0,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 04 (U1-Lctx) subfamily",U1-lycotoxin-Ls1b (Toxin-like structure LSTX-A1) (Toxin-like structure LSTX-A18) (Toxin-like structure LSTX-A3),18,26
B6DCK8,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 04 (U1-Lctx) subfamily",U1-lycotoxin-Ls1g (Toxin-like structure LSTX-A19),18,26
B6DCM2,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 04 (U1-Lctx) subfamily",U1-lycotoxin-Ls1r (Toxin-like structure LSTX-A33),18,26
B6DCM0,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 04 (U1-Lctx) subfamily",U1-lycotoxin-Ls1p (Toxin-like structure LSTX-A31),18,26
B6DCM9,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 04 (U1-Lctx) subfamily",U1-lycotoxin-Ls1x (Toxin-like structure LSTX-A40),18,26
B6DCM3,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 04 (U1-Lctx) subfamily",U1-lycotoxin-Ls1s (Toxin-like structure LSTX-A34),18,26
B6DCM7,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 04 (U1-Lctx) subfamily",U1-lycotoxin-Ls1v (Toxin-like structure LSTX-A38),18,26
B6DCK9,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 04 (U1-Lctx) subfamily",U1-lycotoxin-Ls1h (Toxin-like structure LSTX-A20),18,26
B6DCN5,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 03 subfamily",U1-lycotoxin-Ls1dd (Toxin-like structure LSTX-A46),18,26
B6DCM5,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 04 (U1-Lctx) subfamily",U1-lycotoxin-Ls1u (Toxin-like structure LSTX-A36),18,26
B6DCL3,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 04 (U1-Lctx) subfamily",U1-lycotoxin-Ls1k (Toxin-like structure LSTX-A24),18,26
B6DCJ1,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 04 (U1-Lctx) subfamily",U1-lycotoxin-Ls1b (Toxin-like structure LSTX-A2),18,26
B6DCK3,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 04 (U1-Lctx) subfamily",U1-lycotoxin-Ls1b (Toxin-like structure LSTX-A14),18,26
B6DCN2,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 03 subfamily",U1-lycotoxin-Ls1aa (Toxin-like structure LSTX-A43),18,26
B6DCJ6,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 04 (U1-Lctx) subfamily",U1-lycotoxin-Ls1e (Toxin-like structure LSTX-A7),18,26
B6DCP2,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 03 subfamily",U1-lycotoxin-Ls1kk (Toxin-like structure LSTX-A53),18,26
B6DCN4,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 03 subfamily",U1-lycotoxin-Ls1cc (Toxin-like structure LSTX-A45),18,26
B6DCN0,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 03 subfamily",U1-lycotoxin-Ls1y (Toxin-like structure LSTX-A41),18,26
B6DCR9,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 01 subfamily",U3-lycotoxin-Ls1j (Toxin-like structure LSTX-B24),19,26
B6DCU1,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 01 subfamily",Toxin-like structure LSTX-D2,19,26
B6DCU2,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 02 (D7) subfamily",Toxin-like structure LSTX-D3,19,26
B6DCR8,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 01 subfamily",U3-lycotoxin-Ls1i (Toxin-like structure LSTX-B23),19,26
B6DCR5,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 01 subfamily",U3-lycotoxin-Ls1a (Toxin-like structure LSTX-B20),19,26
B6DCQ2,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 01 subfamily",U3-lycotoxin-Ls1v (Toxin-like structure LSTX-B7),19,26
B6DCQ9,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 01 subfamily",U3-lycotoxin-Ls1d (Toxin-like structure LSTX-B14),19,26
B6DCQ6,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 01 subfamily",U3-lycotoxin-Ls1a (Toxin-like structure LSTX-B11),19,26
B6DCU0,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 01 subfamily",Toxin-like structure LSTX-D1,19,26
B6DCS5,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 01 subfamily",U3-lycotoxin-Ls1n (Toxin-like structure LSTX-B30),19,26
B6DCR3,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 01 subfamily",U3-lycotoxin-Ls1a (Toxin-like structure LSTX-B18) (Toxin-like structure LSTX-B4),19,26
B6DCQ4,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 01 subfamily",U3-lycotoxin-Ls1a (Toxin-like structure LSTX-B9),19,26
B6DCR1,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 01 subfamily",U3-lycotoxin-Ls1e (Toxin-like structure LSTX-B16),19,26
B6DCT0,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 01 subfamily",U3-lycotoxin-Ls1k (Toxin-like structure LSTX-B35),19,26
B6DCS9,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 01 subfamily",U3-lycotoxin-Ls1q (Toxin-like structure LSTX-B34),19,26
B6DCS8,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 01 subfamily",U3-lycotoxin-Ls1k (Toxin-like structure LSTX-B33),19,26
B6DCR2,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 01 subfamily",U3-lycotoxin-Ls1f (Toxin-like structure LSTX-B17),19,26
B6DCS6,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 01 subfamily",U3-lycotoxin-Ls1o (Toxin-like structure LSTX-B31),19,26
B6DCQ1,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 01 subfamily",U3-lycotoxin-Ls1u (Toxin-like structure LSTX-B6),19,26
B6DCQ7,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 01 subfamily",U3-lycotoxin-Ls1b (Toxin-like structure LSTX-B12),19,26
B6DCR4,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 01 subfamily",U3-lycotoxin-Ls1a (Toxin-like structure LSTX-B19),19,26
B6DCP6,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 01 subfamily",U3-lycotoxin-Ls1w (Toxin-like structure LSTX-B1),19,26
B6DCR0,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 01 subfamily",U3-lycotoxin-Ls1a (Toxin-like structure LSTX-B15),19,26
B6DCS3,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 01 subfamily",U3-lycotoxin-Ls1k (Toxin-like structure LSTX-B28),19,26
B6DCS4,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 01 subfamily",U3-lycotoxin-Ls1k (Toxin-like structure LSTX-B29),19,26
B6DCT2,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 01 subfamily",U3-lycotoxin-Ls1s (Toxin-like structure LSTX-B37),19,26
B6DCQ5,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 01 subfamily",U3-lycotoxin-Ls1a (Toxin-like structure LSTX-B10),19,26
B6DCT1,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 01 subfamily",U3-lycotoxin-Ls1r (Toxin-like structure LSTX-B36),19,26
B6DCR6,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 01 subfamily",U3-lycotoxin-Ls1g (Toxin-like structure LSTX-B21),19,26
B6DCQ8,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 01 subfamily",U3-lycotoxin-Ls1c (Toxin-like structure LSTX-B13),19,26
B6DCS7,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 01 subfamily",U3-lycotoxin-Ls1p (Toxin-like structure LSTX-B32),19,26
B6DCP7,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 01 subfamily",U3-lycotoxin-Ls1x (Toxin-like structure LSTX-B2),19,26
B6DCQ0,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 01 subfamily",U3-lycotoxin-Ls1a (Toxin-like structure LSTX-B5),19,26
B6DCS0,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 01 subfamily",U3-lycotoxin-Ls1k (Toxin-like structure LSTX-B25) (Toxin-like structure LSTX-B3),19,26
B6DCS2,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 01 subfamily",U3-lycotoxin-Ls1k (Toxin-like structure LSTX-B27),19,26
B6DCU9,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 01 subfamily",Toxin-like structure LSTX-D10,19,26
B6DCR7,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 01 subfamily",U3-lycotoxin-Ls1h (Toxin-like structure LSTX-B22),19,26
B6DCQ3,Araneae,Lycosidae,Lycosa,"Neurotoxin 19 (CSTX) family, 01 subfamily",U3-lycotoxin-Ls1a (Toxin-like structure LSTX-B8),19,26
P58913,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Delta-conotoxin PVIA (Lockjaw peptide),20,33
Q9U650,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Omega-conotoxin-like TxMKLT1-0142,20,33
Q9U645,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Omega-conotoxin-like TxMKLT1-0223,20,33
Q9XZK8,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Omega-conotoxin-like TxO1,20,33
P0C8V6,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Delta-conotoxin-like Ac6.2,20,33
P69757,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Delta-conotoxin-like SmVIA (Delta-SmVIA),20,33
P56713,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Omega-conotoxin PnVIB,20,33
P0C8V5,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Delta-conotoxin-like Ac6.1,20,33
P56714,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Omega-conotoxin TxVII,20,33
P69749,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Delta-conotoxin BuVIA (Conotoxin Bu7) (Delta-conotoxin-like BVIA) (Delta-BVIA),20,33
Q3YEF3,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Omega-conotoxin-like TeA61,20,33
P0CB10,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Omega-conotoxin-like Ai6.2,20,33
Q9XZL1,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Omega-conotoxin-like TxO4 (Conotoxin TxMKLT1-0221) [Cleaved into: Truncated TxO4],20,33
Q3YED5,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin MaIr332,20,33
Q9XZK5,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Delta-conotoxin SVIE (Delta-SVIE) (Omega-conotoxin SO-6) (Omega-conotoxin SO6) (Omega-conotoxin-4),20,33
P18511,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Delta-conotoxin TxVIA (Conotoxin King-Kong 0) (KK-0) (TxIA),20,33
P0CB09,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Delta-conotoxin-like Ai6.1,20,33
Q9U655,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Delta-conotoxin TxVIA (Conotoxin King-Kong 0) (KK-0) (Conotoxin tx6a) (TxIA) (TxMKLT1-0112),20,33
Q9TWM7,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Delta-conotoxin GmVIA,20,33
Q9U651,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Omega-conotoxin-like TxMKLT1-0141,20,33
P69750,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Delta-conotoxin-like CnVIA (Delta-CnVIA),20,33
Q9XZL2,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Omega-conotoxin-like TxO5,20,33
Q9U659,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin PnMKLT1-0122,20,33
P18512,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin King-Kong 1 (KK-1) (TxMKLT1-015),20,33
P69755,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Delta-conotoxin-like MVIC (Delta-MVIC),20,33
P69754,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Delta-conotoxin-like MVIB (Delta-MVIB),20,33
A0A2L2P6T9,Neogastropoda,Conidae,Conus,Conotoxin O1 family,Omega-conotoxin-like Am6.2 (Am3136) (Am3214) (Am6.2a) (Am6.2b),20,33
Q5K0D2,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Omega-conotoxin-like 9,20,33
P69762,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Conotoxin Vc6c (Vc6.5),20,33
Q9BPA5,Neogastropoda,Conidae,Conus,Conotoxin O1 superfamily,Omega-conotoxin-like VnMKLT1-0111,20,33
